gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
b0653	685255	685929	-1	gene		685255	0	P0AER5							110.730908037	76579.7083848
b0654	685929	686669	-1	gene		685929	0	P0AER3							110.730908037	76690.4392929
b0655	686839	687747	-1	gene		686839	0	P37902	Glutamate/aspartate periplasmic-binding protein OS=Escherichia coli (strain K12) GN=gltI PE=1 SV=2	gltI	Periplasm	0.259840784361	0.273617649987	0.274828214112	110.730908037	76801.1702009
PM-8798	687748	687896	-1	promoter	[b0652, b0653, b0654, b0655]	687748	0								10.0	76811.1702009
b0656	687997	689013	-1	gene		687997	0	P0CE51							110.730908037	76921.9011089
b0657	689343	690881	-1	gene		689343	0	P23930	Apolipoprotein N-acyltransferase OS=Escherichia coli (strain K12) GN=lnt PE=1 SV=1	lnt	Cell inner membrane	0.00407361209384	0.00446745126732	0.00449956633565	110.730908037	77032.632017
b0658	690906	691784	-1	gene		690906	0	P0AE78							110.730908037	77143.362925
b0659	691874	692341	-1	gene		691874	0	P0A898	Probable rRNA maturation factor YbeY OS=Escherichia coli (strain K12) GN=ybeY PE=1 SV=1	ybeY	Cytoplasm	0.000407739565072	0.000807530746018	0.000232847143548	110.730908037	77254.093833
b0660	692338	693378	-1	gene		692341	0	P0A9K3	PhoH-like protein OS=Escherichia coli (strain K12) GN=ybeZ PE=1 SV=2	ybeZ	Cytoplasm	0.0475344575418	0.0469186076011	0.0500611034031	110.730908037	77364.8247411
PM0-9722	693379	693469	-1	promoter	[b0657, b0658, b0659, b0660]	693379	0								10.0	77374.8247411
b0661	693531	694955	-1	gene		693531	0	P0AEI1	(Dimethylallyl)adenosine tRNA methylthiotransferase miaB OS=Escherichia coli (strain K12) GN=miaB PE=1 SV=1	miaB	Cytoplasm	0.0860883894855	0.0839677468378	0.0867951756735	110.730908037	77485.5556491
b0662	695101	696276	1	gene		695101	0	P75728							110.730908037	77596.2865572
b0664	696430	696504	-1	gene		696430	0								110.730908037	77707.0174652
b0665	696542	696616	-1	gene		696542	0								110.730908037	77817.7483732
b0666	696664	696740	-1	gene		696664	0								110.730908037	77928.4792813
b0668	696756	696830	-1	gene		696756	0								110.730908037	78039.2101893
b0670	696865	696939	-1	gene		696865	0								110.730908037	78149.9410973
b0672	696963	697047	-1	gene		696963	0								110.730908037	78260.6720054
b0673	697057	697133	-1	gene		697057	0								110.730908037	78371.4029134
PM00662	697134	697163	-1	promoter	[b0664, b0665, b0666, b0668, b0670, b0672, b0673]	697134	0								10.0	78381.4029134
b0674	697513	699177	-1	gene		697513	0	P22106							110.730908037	78492.1338215
PM00344	699178	699222	-1	promoter	[b0674]	699178	0								10.0	78502.1338215
b0675	699574	700326	-1	gene		699574	0	P0AF24							110.730908037	78612.8647295
PM00345	700327	700352	-1	promoter	[b0675]	700327	0								10.0	78622.8647295
b0676	700374	701594	-1	gene		700374	0	P0AF20							110.730908037	78733.5956375
PM0-9708	701595	702008	-1	promoter	[b0676]	701595	0								10.0	78743.5956375
b0677	701603	702751	-1	gene		702008	0	P0AF18							110.730908037	78854.3265456
PM0-8185	702752	703175	-1	promoter	[b0677]	702752	0								10.0	78864.3265456
b0678	702811	703611	-1	gene		703175	0	P0A759							110.730908037	78975.0574536
PM00058	703612	703708	-1	promoter	[b0675, b0676, b0677, b0678]	703612	0								10.0	78985.0574536
PM0-4621	703840	703943	1	promoter	[b0679]	703840	0								10.0	78995.0574536
b0679	703944	705890	1	gene		703944	0	P09323	PTS system N-acetylglucosamine-specific EIICBA component OS=Escherichia coli (strain K12) GN=nagE PE=4 SV=1	nagE	Cell inner membrane	0.03335284497	0.0301797792952	0.0296203065533	110.730908037	79105.7883616
PM0-9716	705999	706092	1	promoter	[b0680]	705999	0								10.0	79115.7883616
b0680	706093	707757	1	gene		706093	0	P00962	Glutaminyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=glnS PE=1 SV=3	glnS	Cytoplasm	0.106432650194	0.105214010707	0.101887359692	110.730908037	79226.5192697
PM0-10382	708236	708333	1	promoter	[b0682, b0681]	708236	0								10.0	79236.5192697
b0681	708334	709740	1	gene		708334	0	P75733							110.730908037	79347.2501777
b0682	709790	710116	1	gene		709790	0	P75734							110.730908037	79457.9810858
b0683	710200	710646	-1	gene		710200	0	P0A9A9	Ferric uptake regulation protein OS=Escherichia coli (strain K12) GN=fur PE=1 SV=1	fur	Cytoplasm	0.176491837964	0.180745757545	0.180814916793	110.730908037	79568.7119938
b4637	710639	710725	-1	gene		710646	0	A8DYP9							110.730908037	79679.4429018
PM00348	710647	710723	-1	promoter	[b0683]	710725	1								10.0	79689.4429018
PM0-1441	710726	710829	-1	promoter	[b4637, b0683]	710726	0								10.0	79699.4429018
b0684	710935	711465	-1	gene		710935	0								110.730908037	79810.1738099
PM0-1442	711466	711521	-1	promoter	[b4637, b0683, b0684]	711466	0								10.0	79820.1738099
b0685	711605	711898	-1	gene		711605	0	P0AAU7							110.730908037	79930.9047179
PM0-10247	711899	711939	-1	promoter	[b0685]	711899	0								10.0	79940.9047179
b0686	712038	712802	-1	gene		712038	0	P75736							110.730908037	80051.6356259
PM0-4684	712942	712986	1	promoter	[b0688, b0687]	712942	0								10.0	80061.6356259
b0687	712987	713532	1	gene		712987	0	P0AFY8	Protein seqA OS=Escherichia coli (strain K12) GN=seqA PE=1 SV=1	seqA	Cytoplasm	0.0457102718204	0.0436909256367	0.0463657132084	110.730908037	80172.366534
b0688	713558	715198	1	gene		713558	0	P36938	Phosphoglucomutase OS=Escherichia coli (strain K12) GN=pgm PE=1 SV=1	pgm	Cytoplasm	0.130157497527	0.140125248235	0.124917506445	110.730908037	80283.097442
b0689	715412	715906	1	gene		715412	0	P75737							110.730908037	80393.8283501
b0691	715947	716597	-1	gene		715947	0								110.730908037	80504.5592581
PM0-8758	716598	716641	-1	promoter	[b0691, b0690]	716598	0								10.0	80514.5592581
b4636	716721	716870	-1	gene		716721	0								110.730908037	80625.2901661
b0692	716946	718265	-1	gene		716946	0	P0AAF1							110.730908037	80736.0210742
b0693	718262	720460	-1	gene		718265	0	P24169							110.730908037	80846.7519822
b4590	720583	720840	1	gene		720583	0	P46121							110.730908037	80957.4828902
b0694	721056	721733	-1	gene		721056	0								110.730908037	81068.2137983
b0695	721730	724414	-1	gene		721733	0	P21865	Sensor protein kdpD OS=Escherichia coli (strain K12) GN=kdpD PE=1 SV=2	kdpD	Cell inner membrane	0.000417063291431	0.000465678351516	0.000466659480296	110.730908037	81178.9447063
b0696	724407	724979	-1	gene		724414	0	P03961							110.730908037	81289.6756143
b0697	724988	727036	-1	gene		724988	0	P03960							110.730908037	81400.4065224
b0698	727059	728732	-1	gene		727059	0	P03959							110.730908037	81511.1374304
b4513	728732	728821	-1	gene		728732	0	P36937							110.730908037	81621.8683385
PM00044	728822	728849	-1	promoter	[b4513, b0696, b0697, b0698]	728822	0								10.0	81631.8683385
b0699	729134	729340	1	gene		729134	0	P0AAU2							110.730908037	81742.5992465
b0700	729583	733776	1	gene		729583	0	P16918							110.730908037	81853.3301545
b0702	733776	734102	1	gene		733776	0	P0AAU5							110.730908037	81964.0610626
b0703	734133	735653	1	gene		734133	0								110.730908037	82074.7919706
b0704	735650	736219	1	gene		735653	0	P28915							110.730908037	82185.5228786
b4514	736445	736684	1	gene		736445	0								110.730908037	82296.2537867
b0705	736825	737961	1	gene		736825	0	P75741							110.730908037	82406.9846947
b0706	738092	738853	1	gene		738092	0	P28916							110.730908037	82517.7156028
PM0-10204	738920	739000	1	promoter	[b0708, b0707]	738920	0								10.0	82527.7156028
b0707	739001	739510	1	gene		739001	0	P24252							110.730908037	82638.4465108
PM446	739421	739506	1	promoter	[b0708]	739510	1								10.0	82648.4465108
b0708	739507	740925	1	gene		739510	0	P00914							110.730908037	82759.1774188
b0709	741075	742556	-1	gene		741075	0	P75742							110.730908037	82869.9083269
PM0-8841	742619	742826	1	promoter	[b0714, b0713, b0712, b0711, b0710]	742619	0								10.0	82879.9083269
PM0-8842	742798	742826	1	promoter	[b0713, b0714, b0712, b0711, b0710]	742826	0								10.0	82889.9083269
b0710	742827	743570	1	gene		742827	0	P0AFP6							110.730908037	83000.6392349
b0711	743593	744249	1	gene		743593	0	P0AAV4							110.730908037	83111.3701429
b0712	744243	745175	1	gene		744249	0	P75745							110.730908037	83222.101051
b0713	745165	745899	1	gene		745175	0	P75746							110.730908037	83332.831959
b0714	745935	746726	1	gene		745935	0	P50465							110.730908037	83443.5628671
b0715	746723	747769	-1	gene		746726	0	P75747							110.730908037	83554.2937751
b0716	747921	748982	-1	gene		747921	0	P75748							110.730908037	83665.0246831
b0717	748979	749707	-1	gene		748982	0	P75749							110.730908037	83775.7555912
b0718	749722	752169	-1	gene		749722	0	P75750							110.730908037	83886.4864992
b0719	752229	752795	-1	gene		752229	0	P37909							110.730908037	83997.2174072
b0720	753185	754468	-1	gene		753185	0	P0ABH7	Citrate synthase OS=Escherichia coli (strain K12) GN=gltA PE=1 SV=1	gltA	Cytoplasm	0.762489394257	0.770315388239	0.783096084358	110.730908037	84107.9483153
PM00148	754469	754767	-1	promoter	[b0720]	754469	0								10.0	84117.9483153
PM00143	754958	755176	1	promoter	[b0721, b0722, b0723, b0724, b0726, b0727, b0728, b0729]	754958	0								10.0	84127.9483153
b0721	755177	755566	1	gene		755177	0	P69054	Succinate dehydrogenase cytochrome b556 subunit OS=Escherichia coli (strain K12) GN=sdhC PE=1 SV=1	sdhC	Cell inner membrane	0.0228392923308	0.0198418986922	0.0203834276441	110.730908037	84238.6792233
PM00350	755404	755559	1	promoter	[b0724, b0723, b0722]	755566	1								10.0	84248.6792233
b0722	755560	755907	1	gene		755566	0	P0AC44	Succinate dehydrogenase hydrophobic membrane anchor subunit OS=Escherichia coli (strain K12) GN=sdhD PE=1 SV=1	sdhD	Cell inner membrane	0.000517803316984	0.000809854617088	0.000626118639342	110.730908037	84359.4101313
b0723	755907	757673	1	gene		755907	0	P0AC41	Succinate dehydrogenase flavoprotein subunit OS=Escherichia coli (strain K12) GN=sdhA PE=1 SV=1	sdhA	Cell inner membrane	0.222577063338	0.222808071221	0.219039391729	110.730908037	84470.1410394
b0724	757689	758405	1	gene		757689	0	P07014	Succinate dehydrogenase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=sdhB PE=1 SV=1	sdhB	Cell inner membrane	0.114973526518	0.110159603263	0.107847123512	110.730908037	84580.8719474
PM00144	758586	758705	1	promoter	[b0726, b0727, b0728, b0729]	758586	0								10.0	84590.8719474
b0726	758706	761507	1	gene		758706	0	P0AFG3	2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli (strain K12) GN=sucA PE=1 SV=1	sucA	Cytoplasm	0.297367644945	0.310637206272	0.29133503416	110.730908037	84701.6028555
b0727	761522	762739	1	gene		761522	0								110.730908037	84812.3337635
b0728	763014	764180	1	gene		763014	0	P0A836							110.730908037	84923.0646715
b0729	764180	765049	1	gene		764180	0	P0AGE9							110.730908037	85033.7955796
b0730	765153	765875	-1	gene		765153	0	P13669							110.730908037	85144.5264876
PM0-4722	765811	765983	1	promoter	[b0732, b0731]	765875	0								10.0	85154.5264876
PM00558	765876	765926	-1	promoter	[b0730]	765983	1								10.0	85164.5264876
b0731	765984	767960	1	gene		765984	0	P54745							110.730908037	85275.2573956
b0732	767978	770611	1	gene		767978	0	P54746							110.730908037	85385.9883037
PM00141	771170	771457	1	promoter	[b0733, b0734]	771170	0								10.0	85395.9883037
PM0-3341	771202	771457	1	promoter	[b0734, b0733]	771457	0								10.0	85405.9883037
b0733	771458	773026	1	gene		771458	0	P0ABJ9	Cytochrome d ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) GN=cydA PE=1 SV=1	cydA	Cell inner membrane	0.0332565679368	0.0356008912853	0.0330378546415	110.730908037	85516.7192117
b0734	773042	774181	1	gene		773042	0	P0ABK2	Cytochrome d ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) GN=cydB PE=1 SV=1	cydB	Cell inner membrane	0.00331647053916	0.00300251538879	0.00300425421728	110.730908037	85627.4501198
b4515	774196	774309	1	gene		774196	0	P56100							110.730908037	85738.1810278
b0735	774309	774602	1	gene		774309	0	P0AAV0							110.730908037	85848.9119358
b0736	774752	775156	1	gene		774752	0	P0A8Z3							110.730908037	85959.6428439
b0737	775153	775845	1	gene		775156	0	P0ABU9	Protein tolQ OS=Escherichia coli (strain K12) GN=tolQ PE=1 SV=1	tolQ	Cell inner membrane	0.0114517355032	0.0113605412786	0.0106792445102	110.730908037	86070.3737519
b0738	775849	776277	1	gene		775849	0	P0ABV6	Protein tolR OS=Escherichia coli (strain K12) GN=tolR PE=1 SV=1	tolR	Cell inner membrane	0.0044320598889	0.00427710592336	0.00484403259457	110.730908037	86181.1046599
b0739	776342	777607	1	gene		776342	0	P19934	Protein tolA OS=Escherichia coli (strain K12) GN=tolA PE=1 SV=1	tolA	Cell inner membrane	0.00318264182593	0.00551877252312	0.00475842564207	110.730908037	86291.835568
b0740	777740	779032	1	gene		777740	0	P0A855	Protein tolB OS=Escherichia coli (strain K12) GN=tolB PE=1 SV=1	tolB	Periplasm	0.128827973503	0.127370556332	0.134104878144	110.730908037	86402.566476
b0741	779067	779588	1	gene		779067	0	P0A912	Peptidoglycan-associated lipoprotein OS=Escherichia coli (strain K12) GN=pal PE=1 SV=1	pal	Cell outer membrane	0.56906104519	0.581543165817	0.554111567989	110.730908037	86513.2973841
b0742	779598	780389	1	gene		779598	0	P45955							110.730908037	86624.0282921
PM00647	780514	780553	1	promoter	[b0743, b0744, b0745]	780514	0								10.0	86634.0282921
b0743	780554	780629	1	gene		780554	0								110.730908037	86744.7592001
b0744	780765	780840	1	gene		780765	0								110.730908037	86855.4901082
b0745	780843	780918	1	gene		780843	0								110.730908037	86966.2210162
b0746	781068	781143	1	gene		781068	0								110.730908037	87076.9519242
b0747	781147	781222	1	gene		781147	0								110.730908037	87187.6828323
b0748	781369	781444	1	gene		781369	0								110.730908037	87298.4137403
b0749	781577	781652	1	gene		781577	0								110.730908037	87409.1446483
PM0-9995	782061	782084	1	promoter	[b0751, b0750]	782061	0								10.0	87419.1446483
b0750	782085	783128	1	gene		782085	0	P11458	Quinolinate synthase A OS=Escherichia coli (strain K12) GN=nadA PE=1 SV=3	nadA	Cytoplasm	0.0219158196848	0.0233354593816	0.0241173969245	110.730908037	87529.8755564
b0751	783166	783885	1	gene		783166	0	P0AFK2	Nicotinamide riboside transporter pnuC OS=Escherichia coli (strain K12) GN=pnuC PE=1 SV=1	pnuC	Cell inner membrane	0.00222840213397	0.00268341850794	0.00273844598862	110.730908037	87640.6064644
b0752	783882	784823	-1	gene		783885	0	P75757							110.730908037	87751.3373725
b0753	784937	785317	-1	gene		784937	0	P0AAV6							110.730908037	87862.0682805
PM00011	785591	785632	1	promoter	[b0754]	785591	0								10.0	87872.0682805
b0754	785633	786685	1	gene		785633	0	P0AB91							110.730908037	87982.7991885
b0755	786843	787595	-1	gene		786843	0	P62707							110.730908037	88093.5300966
PM0-10556	787596	787670	-1	promoter	[b0755]	787596	0								10.0	88103.5300966
b0756	787797	788837	-1	gene		787797	0	P0A9C3	Aldose 1-epimerase OS=Escherichia coli (strain K12) GN=galM PE=1 SV=1	galM	Cytoplasm	0.0813342925581	0.0785565204203	0.0765019044109	110.730908037	88214.2610046
b0757	788831	789979	-1	gene		788837	0	P0A6T3	Galactokinase OS=Escherichia coli (strain K12) GN=galK PE=1 SV=2	galK	Cytoplasm	0.0296543937556	0.0253662667406	0.0239291347518	110.730908037	88324.9919126
PM0-46330	789980	790463	-1	promoter	[b0757]	789980	0								10.0	88334.9919126
b0758	789983	791029	-1	gene		790463	0	P09148							110.730908037	88445.7228207
b0759	791039	792055	-1	gene		791039	0	P09147	UDP-glucose 4-epimerase OS=Escherichia coli (strain K12) GN=galE PE=1 SV=1	galE	Cytoplasm	0.0383811565905	0.0360890410108	0.0385839857648	110.730908037	88556.4537287
PM0-4785	792056	792177	-1	promoter	[b0756, b0757, b0758, b0759]	792056	0								10.0	88566.4537287
b0760	792316	793788	-1	gene		792316	0	P31060	Putative molybdenum transport ATP-binding protein ModF OS=Escherichia coli (strain K12) GN=modF PE=3 SV=2	modF	Cell inner membrane	0.0210465003729	0.0218475463087	0.0186510462674	110.730908037	88677.1846368
b0761	793856	794644	-1	gene		793856	0	P0A9G8	Transcriptional regulator modE OS=Escherichia coli (strain K12) GN=modE PE=1 SV=1	modE	Cytoplasm	0.00632998975329	0.00645091836375	0.00615509662859	110.730908037	88787.9155448
PM0-46235	794751	794772	1	promoter	[b0762]	794751	0								10.0	88797.9155448
b0762	794773	794922	1	gene		794773	0	P0AAW9							110.730908037	88908.6464528
PM0-9375	794995	795088	1	promoter	[b0765, b0764, b0763]	794995	0								10.0	88918.6464528
PM521	795062	795088	1	promoter	[b0763, b0764, b0765]	795088	0								10.0	88928.6464528
b0763	795089	795862	1	gene		795089	0	P37329	Molybdate-binding periplasmic protein OS=Escherichia coli (strain K12) GN=modA PE=1 SV=1	modA	Periplasm	0.034334129422	0.0317765499863	0.0373034769682	110.730908037	89039.3773609
b0764	795862	796551	1	gene		795862	0	P0AF01							110.730908037	89150.1082689
b0765	796554	797612	1	gene		796554	0	P09833	Molybdenum import ATP-binding protein ModC OS=Escherichia coli (strain K12) GN=modC PE=1 SV=4	modC	Cell inner membrane	0.000333851688887	0.000532630854476	0.000417006025518	110.730908037	89260.8391769
b0766	797613	798431	-1	gene		797613	0	P21829							110.730908037	89371.570085
b0767	798586	799581	1	gene		798586	0	P52697							110.730908037	89482.300993
b0768	799622	800575	-1	gene		799622	0	P52696							110.730908037	89593.0319011
b0769	800759	801811	1	gene		800759	0	P0AAV8							110.730908037	89703.7628091
b0770	801887	803320	1	gene		801887	0	P75763							110.730908037	89814.4937171
b0771	803503	805764	1	gene		803503	0	P75764							110.730908037	89925.2246252
b0772	805998	807281	-1	gene		805998	0	P46130	Putative acyl-CoA thioester hydrolase ybhC OS=Escherichia coli (strain K12) GN=ybhC PE=1 SV=2	ybhC	Cell outer membrane	0.0960075103351	0.111379290302	0.105274621783	110.730908037	90035.9555332
PM0-9874	807282	807321	-1	promoter	[b0772]	807282	0								10.0	90045.9555332
b0773	807433	807909	-1	gene		807433	0	P12994	UPF0098 protein ybhB OS=Escherichia coli (strain K12) GN=ybhB PE=1 SV=2	ybhB	Cytoplasm	0.00899593232029	0.00842950573487	0.00894788831096	110.730908037	90156.6864412
b0774	807968	809257	-1	gene		807968	0	P12995	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS=Escherichia coli (strain K12) GN=bioA PE=1 SV=2	bioA	Cytoplasm	0.0105925479989	0.0108837280021	0.0113279364372	110.730908037	90267.4173493
PM00015	809258	809292	-1	promoter	[b0774]	809258	0								10.0	90277.4173493
PM00016	809302	809343	1	promoter	[b0775, b0776, b0777, b0778]	809302	0								10.0	90287.4173493
b0775	809344	810384	1	gene		809344	0	P12996							110.730908037	90398.1482573
b0776	810381	811535	1	gene		810384	0	P12998							110.730908037	90508.8791653
b0777	811522	812277	1	gene		811535	0	P12999							110.730908037	90619.6100734
b0778	812270	812947	1	gene		812277	0	P13000	Dethiobiotin synthetase OS=Escherichia coli (strain K12) GN=bioD PE=1 SV=3	bioD	Cytoplasm	0.0176235491429	0.0176159226778	0.0203009791555	110.730908037	90730.3409814
PM00351	813152	813525	1	promoter	[b0779]	813152	0								10.0	90740.3409814
b0779	813526	815547	1	gene		813526	0	P0A8F8	UvrABC system protein B OS=Escherichia coli (strain K12) GN=uvrB PE=1 SV=2	uvrB	Cytoplasm	0.0169514469151	0.0189931785135	0.0156764038962	110.730908037	90851.0718895
b0780	815739	816647	-1	gene		815739	0	P75767	UPF0052 protein ybhK OS=Escherichia coli (strain K12) GN=ybhK PE=3 SV=1	ybhK	Cytoplasm	4.59165577905e-07	0.000216573739159	0.000246766280712	110.730908037	90961.8027975
PM0-1283	816827	817043	1	promoter	[b0781, b0782, b0783, b0784, b0785]	816827	0								10.0	90971.8027975
PM0-1284	816914	817043	1	promoter	[b0785, b0784, b0783, b0782, b0781]	817043	0								10.0	90981.8027975
b0781	817044	818033	1	gene		817044	0	P30745							110.730908037	91092.5337055
PM0-7602	817977	818054	1	promoter	[b0785, b0784, b0783, b0782]	818033	0								10.0	91102.5337055
b0782	818055	818567	1	gene		818055	0	P0AEZ9							110.730908037	91213.2646136
b0783	818570	819055	1	gene		818570	0	P0A738							110.730908037	91323.9955216
b0784	819048	819293	1	gene		819055	0								110.730908037	91434.7264296
b0785	819295	819747	1	gene		819295	0	P30749							110.730908037	91545.4573377
PM0-46349	819858	819883	1	promoter	[b0786]	819858	0								10.0	91555.4573377
b0786	819884	820588	1	gene		819884	0	P0AAC4	Inner membrane protein YbhL OS=Escherichia coli (strain K12) GN=ybhL PE=1 SV=1	ybhL	Cell inner membrane	0.00280623200473	0.00274956634648	0.00289472589075	110.730908037	91666.1882457
b0787	820793	821506	1	gene		820793	0	P75769							110.730908037	91776.9191538
b0788	821542	822498	-1	gene		821542	0	P75770							110.730908037	91887.6500618
b0789	822498	823739	-1	gene		822498	0	P0AA84							110.730908037	91998.3809698
b0790	823736	824497	-1	gene		823739	0	P0AAW1							110.730908037	92109.1118779
PM0-9996	824601	824629	1	promoter	[b0791]	824601	0								10.0	92119.1118779
b0791	824630	825040	1	gene		824630	0	P0AAW5							110.730908037	92229.8427859
b0792	825002	826108	-1	gene		825040	0	P0AFP9							110.730908037	92340.5736939
b0793	826119	827252	-1	gene		826119	0	P0AFQ2							110.730908037	92451.304602
b0794	827245	828981	-1	gene		827252	0	P0A9U1							110.730908037	92562.03551
b0795	828974	829972	-1	gene		828981	0	P75777	UPF0194 membrane protein ybhG OS=Escherichia coli (strain K12) GN=ybhG PE=3 SV=1	ybhG	Periplasm	0.00490241478672	0.00569457882165	0.00439885838952	110.730908037	92672.7664181
b0796	829972	830643	-1	gene		829972	0	P0ACU0							110.730908037	92783.4973261
PM0-46366	830644	830669	-1	promoter	[b0796, b0795, b0794, b0793, b0792]	830644	0								10.0	92793.4973261
b0797	830872	832236	1	gene		830872	0	P25888	ATP-dependent RNA helicase rhlE OS=Escherichia coli (strain K12) GN=rhlE PE=1 SV=3	rhlE	Cytoplasm	0.00210420077347	0.00163254001482	0.00203512026708	110.730908037	92904.2282341
b0798	832468	832950	-1	gene		832468	0	P30176							110.730908037	93014.9591422
PM0-6601	833070	833072	1	promoter	[b0800, b0799]	833070	0								10.0	93024.9591422
b0799	833070	835220	1	gene		833072	0	P27296							110.730908037	93135.6900502
b0800	835248	836210	1	gene		835248	0	P30177							110.730908037	93246.4209582
b0801	836351	837436	1	gene		836351	0	P30178	Uncharacterized oxidoreductase ybiC OS=Escherichia coli (strain K12) GN=ybiC PE=1 SV=2	ybiC	Cytoplasm	0.102872360501	0.108271142339	0.105423512089	110.730908037	93357.1518663
b0802	837665	837925	-1	gene		837665	0	P0AAX3	Uncharacterized protein YbiJ OS=Escherichia coli (strain K12) GN=ybiJ PE=3 SV=1	ybiJ	Periplasm	0.00129643624643	0.00106850069348	0.000785196230586	110.730908037	93467.8827743
b0803	838190	838456	-1	gene		838190	0	P41039							110.730908037	93578.6136823
PM0-44627	838457	838484	-1	promoter	[b0803]	838457	0								10.0	93588.6136823
b0804	838530	839207	-1	gene		838530	0	P75779							110.730908037	93699.3445904
b0805	839249	841531	-1	gene		839249	0	P75780	Catecholate siderophore receptor fiu OS=Escherichia coli (strain K12) GN=fiu PE=1 SV=1	fiu	Cell outer membrane	0.027224463044	0.0274784377659	0.0277902844401	110.730908037	93810.0754984
PM0-2701	841532	841648	-1	promoter	[b0805]	841532	0								10.0	93820.0754984
b0806	841796	842056	-1	gene		841796	0	P0AAX6							110.730908037	93930.8064065
PM0-44629	842057	842153	-1	promoter	[b0806]	842057	0								10.0	93940.8064065
b0807	842332	843258	1	gene		842332	0	P75782	Ribosomal RNA large subunit methyltransferase F OS=Escherichia coli (strain K12) GN=rlmF PE=1 SV=2	rlmF	Cytoplasm	0.00168228273794	0.00127850355362	0.000864097984272	110.730908037	94051.5373145
b0808	843255	845480	-1	gene		843258	0	P75783							110.730908037	94162.2682225
b0809	845741	846463	-1	gene		845741	0	P10346	Glutamine transport ATP-binding protein GlnQ OS=Escherichia coli (strain K12) GN=glnQ PE=1 SV=1	glnQ	Cell inner membrane	0.035551611145	0.030058726106	0.0309335700021	110.730908037	94272.9991306
b0810	846460	847119	-1	gene		846463	0	P0AEQ6	Glutamine transport system permease protein glnP OS=Escherichia coli (strain K12) GN=glnP PE=1 SV=1	glnP	Cell inner membrane	0.00175631896704	0.00138417142586	0.00126457447395	110.730908037	94383.7300386
PM0-8381	846464	846631	-1	promoter	[b0809]	847119	1								10.0	94393.7300386
b0811	847258	848004	-1	gene		847258	0	P0AEQ3	Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=glnH PE=1 SV=1	glnH	Periplasm	0.304765786062	0.333998239102	0.295438774073	110.730908037	94504.4609466
PM00352	848005	848198	-1	promoter	[b0809, b0810, b0811]	848005	0								10.0	94514.4609466
b0812	848408	848911	-1	gene		848408	0	P0ABT2	DNA protection during starvation protein OS=Escherichia coli (strain K12) GN=dps PE=1 SV=2	dps	Cytoplasm	0.145601645142	0.141127308551	0.155122562667	110.730908037	94625.1918547
PM00243	848912	848950	-1	promoter	[b0812]	848912	0								10.0	94635.1918547
b0813	849210	850097	-1	gene		849210	0	P0AA67							110.730908037	94745.9227627
PM0-10222	850209	850449	1	promoter	[b0814]	850209	0								10.0	94755.9227627
b0814	850450	850965	1	gene		850450	0	P0A917	Outer membrane protein X OS=Escherichia coli (strain K12) GN=ompX PE=1 SV=1	ompX	Cell outer membrane	0.709367888112	0.664351572873	0.692147765632	110.730908037	94866.6536708
b0815	851014	852597	-1	gene		851014	0	P75785							110.730908037	94977.3845788
b4705	852869	852997	-1	gene		852869	0	P0DKB3							110.730908037	95088.1154868
PM0-46156	853065	853064	-1	promoter	[b4416, b4705]	853065	1								10.0	95098.1154868
PM0-36230	853098	853182	1	promoter	[b0818, b0817]	853098	0								10.0	95108.1154868
b0817	853183	853650	1	gene		853183	0	P0A9F1	Transcriptional regulator mntR OS=Escherichia coli (strain K12) GN=mntR PE=1 SV=1	mntR	Cytoplasm	0.00359399121348	0.00433868257764	0.00514689131209	110.730908037	95218.8463949
b0818	853647	854765	1	gene		853650	0	P75788							110.730908037	95329.5773029
b0819	854824	855744	-1	gene		854824	0	P0AAX8	Probable L,D-transpeptidase YbiS OS=Escherichia coli (strain K12) GN=ybiS PE=1 SV=1	ybiS	Periplasm	0.191759727721	0.211231550321	0.178991421012	110.730908037	95440.3082109
PM0-8714	855745	855786	-1	promoter	[b0819]	855745	0								10.0	95450.3082109
PM0-36231	855947	855962	1	promoter	[b0820]	855947	0								10.0	95460.3082109
b0820	855963	857555	1	gene		855963	0	P0A9U3							110.730908037	95571.039119
b0821	857796	859061	-1	gene		857796	0	P75791							110.730908037	95681.770027
b0822	859213	860028	-1	gene		859213	0	P75792							110.730908037	95792.5009351
b0823	860174	862606	-1	gene		860174	0	P75793							110.730908037	95903.2318431
b0824	862612	863511	-1	gene		862612	0	P75794							110.730908037	96013.9627511
b0825	863642	864304	1	gene		863642	0	P78055	Fructose-6-phosphate aldolase 1 OS=Escherichia coli (strain K12) GN=fsaA PE=1 SV=2	fsaA	Cytoplasm	0.00421171140667	0.005960052276	0.00400918347263	110.730908037	96124.6936592
b0826	864380	865129	-1	gene		864380	0	P12282							110.730908037	96235.4245672
