gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	iBAQ_W3110	iBAQ_W3110_cumulative_abundance	iBAQ_Step04	iBAQ_Step04_cumulative_abundance	iBAQ_Step05	iBAQ_Step05_cumulative_abundance	iBAQ_Step09	iBAQ_Step09_cumulative_abundance	iBAQ_Step10	iBAQ_Step10_cumulative_abundance
b0588	619384	620199	-1	gene		619387	0	P23878	Ferric enterobactin transport ATP-binding protein FepC OS=Escherichia coli (strain K12) GN=fepC PE=3 SV=2	fepC	Cell inner membrane	0.000717443992252	0.000572773885017	0.000138244720807	24.2432586006	2.5747926002e-05	0.106350285507	1.82636005178e-05	0.11661614138	6.26380808213e-06	0.1085469701	1.32463658448e-05	0.10231333815	1.97544911166e-05	0.102005021488
b0589	620196	621188	-1	gene		620199	0	P23877				4.59165577905e-07			24.2439760446	-8.1839794332e-07	0.106376033433	-3.56448835719e-07	0.11663440498	-0.0	0.108553233908	-0.0	0.102326584516	-0.0	0.102024775979
b0590	621185	622189	-1	gene		621188	0	P23876				4.59165577905e-07			24.2439765038	-8.1839794332e-07	0.106375215035	-3.56448835719e-07	0.116634048531	-0.0	0.108553233908	-0.0	0.102326584516	-0.0	0.102024775979
PM00227	622190	622234	-1	promoter	[b0588, b0589, b0590]	622190	0					4.59165577905e-07			24.2439769629	-8.1839794332e-07	0.106374396637	-3.56448835719e-07	0.116633692083	-0.0	0.108553233908	-0.0	0.102326584516	-0.0	0.102024775979
PM0-4202	622253	622299	1	promoter	[b0591]	622253	0					4.59165577905e-07			24.2439774221	-8.1839794332e-07	0.106373578239	-3.56448835719e-07	0.116633335634	-0.0	0.108553233908	-0.0	0.102326584516	-0.0	0.102024775979
b0591	622300	623550	1	gene		622300	0	P24077				4.59165577905e-07			24.2439778813	-8.1839794332e-07	0.106372759841	-3.56448835719e-07	0.116632979185	-0.0	0.108553233908	-0.0	0.102326584516	-0.0	0.102024775979
b0592	623554	624510	-1	gene		623554	0	P0AEL6	Ferrienterobactin-binding periplasmic protein OS=Escherichia coli (strain K12) GN=fepB PE=1 SV=1	fepB	Periplasm	0.00435173342478	0.00393708496115	0.00501730855436	24.2439783404	3.04602333733e-05	0.106371941443	2.663643544e-05	0.116632622736	9.46674680126e-06	0.108553233908	1.84025122058e-05	0.102326584516	1.43149561704e-05	0.102024775979
PM00226	624511	624727	-1	promoter	[b0592]	624511	0					4.59165577905e-07			24.2483300739	-8.1839794332e-07	0.106402401677	-3.56448835719e-07	0.116659259172	-0.0	0.108562700655	-0.0	0.102344987028	-0.0	0.102039090936
PM00228	624831	624884	1	promoter	[b0593, b0594, b0595, b0596, b0597]	624831	0					4.59165577905e-07			24.248330533	-8.1839794332e-07	0.106401583279	-3.56448835719e-07	0.116658902723	-0.0	0.108562700655	-0.0	0.102344987028	-0.0	0.102039090936
b0593	624885	626060	1	gene		624885	0	P0AEJ2				4.59165577905e-07			24.2483309922	0.000790769208086	0.106400764881	0.000575848751714	0.116658546274	6.99108056768e-05	0.108562700655	0.000350811265907	0.102344987028	0.000361366213036	0.102039090936
b0594	626070	627680	1	gene		626070	0	P10378				4.59165577905e-07			24.2483314514	0.000211529027982	0.107191534089	0.000124185778804	0.117234395026	2.12801329205e-05	0.108632611461	9.39907740858e-05	0.102695798294	8.88645565952e-05	0.102400457149
b0595	627694	628551	1	gene		627694	0					4.59165577905e-07			24.2483319105	-8.1839794332e-07	0.107403063117	-3.56448835719e-07	0.117358580804	-0.0	0.108653891594	-0.0	0.102789789068	-0.0	0.102489321705
b0596	628551	629297	1	gene		628551	0	P15047				4.59165577905e-07			24.2483323697	0.000414958543546	0.107402244719	0.000267790445249	0.117358224356	3.00974579109e-05	0.108653891594	0.000155456194562	0.102789789068	0.000166704965154	0.102489321705
PM0-9989	629292	629299	1	promoter	[b0597]	629297	0					4.59165577905e-07			24.2483328288	-8.1839794332e-07	0.107817203263	-3.56448835719e-07	0.117626014801	-0.0	0.108683989052	-0.0	0.102945245263	-0.0	0.10265602667
b0597	629300	629713	1	gene		629300	0	P0A8Y8	Esterase YbdB OS=Escherichia coli (strain K12) GN=ybdB PE=1 SV=1	entH	Cytoplasm	0.000606299304451	0.000436470035457	0.000406506982246	24.248333288	0.000215773935044	0.107816384865	0.000136549991432	0.117625658352	1.97017483756e-05	0.108683989052	9.88079208921e-05	0.102945245263	8.79952693624e-05	0.10265602667
PM0-7163	629855	629893	1	promoter	[b0598]	629855	0					4.59165577905e-07			24.2489395873	-8.1839794332e-07	0.1080321588	-3.56448835719e-07	0.117762208343	-0.0	0.1087036908	-0.0	0.103044053184	-0.0	0.10274402194
b0598	629894	631999	1	gene		629894	0	P15078	Carbon starvation protein A OS=Escherichia coli (strain K12) GN=cstA PE=1 SV=3	cstA	Cell inner membrane	0.0400886993054	0.0476167437234	0.0449291695595	24.2489400465	7.21147969461e-06	0.108031340402	1.18313171699e-05	0.117761851895	1.27886614891e-05	0.1087036908	1.58707858447e-05	0.103044053184	1.17691083011e-05	0.10274402194
b4512	632182	632379	1	gene		632182	0	P0AAS9				4.59165577905e-07			24.2890287458	-8.1839794332e-07	0.108038551881	-3.56448835719e-07	0.117773683212	-0.0	0.108716479461	-0.0	0.103059923969	-0.0	0.102755791048
b0599	632389	633477	-1	gene		632389	0	P45579				4.59165577905e-07			24.289029205	2.61146185277e-05	0.108037733483	4.02790624803e-05	0.117773326763	4.20611668052e-05	0.108716479461	3.657636241e-05	0.103059923969	4.19366283548e-05	0.102755791048
b0600	633586	634746	1	gene		633586	0	P77806	Aminotransferase YbdL OS=Escherichia coli (strain K12) GN=ybdL PE=1 SV=1	ybdL	Cytoplasm	0.00396964657241	0.00412701249883	0.00401223919908	24.2890296641	3.14758348251e-05	0.108063848102	4.92653389958e-05	0.117813605825	3.5965892878e-05	0.108758540628	3.41429959011e-05	0.103096500332	4.3704557577e-05	0.102797727676
b0601	634747	635376	-1	gene		634747	0	P77174				4.59165577905e-07			24.2929993107	-8.1839794332e-07	0.108095323937	-3.56448835719e-07	0.117862871164	-0.0	0.108794506521	-0.0	0.103130643328	-0.0	0.102841432234
b0602	635349	636569	-1	gene		635376	0	P77216				4.59165577905e-07			24.2929997699	-8.1839794332e-07	0.108094505539	-3.56448835719e-07	0.117862514716	-0.0	0.108794506521	-0.0	0.103130643328	-0.0	0.102841432234
PM0-10368	636570	636686	-1	promoter	[b0602]	636570	0					4.59165577905e-07			24.293000229	-8.1839794332e-07	0.108093687141	-3.56448835719e-07	0.117862158267	-0.0	0.108794506521	-0.0	0.103130643328	-0.0	0.102841432234
b0603	636716	637618	-1	gene		636716	0	P77746				4.59165577905e-07			24.2930006882	-8.1839794332e-07	0.108092868743	-3.56448835719e-07	0.117861801818	-0.0	0.108794506521	-0.0	0.103130643328	-0.0	0.102841432234
b0604	637827	638573	-1	gene		637827	0	P77202	Thiol:disulfide interchange protein DsbG OS=Escherichia coli (strain K12) GN=dsbG PE=1 SV=2	dsbG	Periplasm	0.0060337714311	0.00579833449652	0.00594260349289	24.2930011474	2.55455305278e-05	0.108092050345	2.61344857794e-05	0.117861445369	2.00503129528e-05	0.108794506521	1.36425012493e-05	0.103130643328	1.55514425933e-05	0.102841432234
PM0-10406	638574	638800	-1	promoter	[b0604]	638574	0					4.59165577905e-07			24.2990349188	-8.1839794332e-07	0.108117595876	-3.56448835719e-07	0.117887579855	-0.0	0.108814556834	-0.0	0.103144285829	-0.0	0.102856983677
PM0-10408	638693	638944	1	promoter	[b0606, b0605]	638800	0					4.59165577905e-07			24.299035378	-8.1839794332e-07	0.108116777478	-3.56448835719e-07	0.117887223406	-0.0	0.108814556834	-0.0	0.103144285829	-0.0	0.102856983677
PM00102	638921	638944	1	promoter	[b0605, b0606]	638944	0					4.59165577905e-07			24.2990358371	-8.1839794332e-07	0.10811595908	-3.56448835719e-07	0.117886866957	-0.0	0.108814556834	-0.0	0.103144285829	-0.0	0.102856983677
b0605	638945	639508	1	gene		638945	0	P0AE08	Alkyl hydroperoxide reductase subunit C OS=Escherichia coli (strain K12) GN=ahpC PE=1 SV=2	ahpC	Cytoplasm	2.01333925913	1.96325262314	2.04997016817	24.2990362963	0.0124072512774	0.108115140682	0.0112849109633	0.117886510508	0.0118113416449	0.108814556834	0.0120449198555	0.103144285829	0.0117788885339	0.102856983677
PM-8821	639002	639752	1	promoter	[b0606]	639508	0					4.59165577905e-07			26.3123755554	-8.1839794332e-07	0.120522391959	-3.56448835719e-07	0.129171421472	-0.0	0.120625898479	-0.0	0.115189205685	-0.0	0.114635872211
b0606	639753	641318	1	gene		639753	0	P35340	Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) GN=ahpF PE=1 SV=2	ahpF	Cytoplasm	0.22692966333	0.24364146165	0.210113002773	26.3123760146	0.000319639119739	0.120521573561	0.000337514582578	0.129171065023	0.000314968698116	0.120625898479	0.000332828399554	0.115189205685	0.000334197543797	0.114635872211
b0607	641439	641867	-1	gene		641439	0	P39177				4.59165577905e-07			26.5393056779	0.000563124931852	0.120841212681	0.000534966858167	0.129508579605	0.000369687969642	0.120940867177	0.000459580983562	0.115522034084	0.000502003755105	0.114970069754
PM0-9990	641868	641903	-1	promoter	[b0607]	641868	0					4.59165577905e-07			26.5393061371	-8.1839794332e-07	0.121404337613	-3.56448835719e-07	0.130043546463	-0.0	0.121310555147	-0.0	0.115981615068	-0.0	0.115472073509
b0608	642088	643326	1	gene		642088	0	P77316				4.59165577905e-07			26.5393065962	-8.1839794332e-07	0.121403519215	-3.56448835719e-07	0.130043190015	-0.0	0.121310555147	-0.0	0.115981615068	-0.0	0.115472073509
b0610	643557	643967	-1	gene		643557	0	P0AFW4				4.59165577905e-07			26.5393070554	1.19485365753e-05	0.121402700817	1.6794578501e-05	0.130042833566	2.03342101626e-05	0.121310555147	2.46302926388e-05	0.115981615068	3.06802580051e-05	0.115472073509
b0611	644197	645003	-1	gene		644197	0	P21338	Ribonuclease I OS=Escherichia coli (strain K12) GN=rna PE=1 SV=1	rna	Periplasm	0.0024775884634	0.0024694434782	0.00274366609941	26.5393075146	1.44803357632e-05	0.121414649353	1.61117809917e-05	0.130059628144	1.2913955711e-05	0.121330889357	1.47108100479e-05	0.11600624536	1.23752556876e-05	0.115502753767
PM0-9991	645004	645034	-1	promoter	[b0611]	645004	0					4.59165577905e-07			26.541785103	-8.1839794332e-07	0.121429129689	-3.56448835719e-07	0.130075739925	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0612	645117	646580	-1	gene		645117	0	P0AE74				4.59165577905e-07			26.5417855622	-8.1839794332e-07	0.121428311291	-3.56448835719e-07	0.130075383476	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0613	646631	647509	-1	gene		646631	0	P77231				4.59165577905e-07			26.5417860214	-8.1839794332e-07	0.121427492893	-3.56448835719e-07	0.130075027028	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0614	647484	648035	-1	gene		647509	0	P0A6G5				4.59165577905e-07			26.5417864805	-8.1839794332e-07	0.121426674495	-3.56448835719e-07	0.130074670579	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0615	648039	649571	-1	gene		648039	0	P75726				4.59165577905e-07			26.5417869397	-8.1839794332e-07	0.121425856097	-3.56448835719e-07	0.13007431413	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0616	649582	650490	-1	gene		649582	0	P0A9I1				4.59165577905e-07			26.5417873989	-8.1839794332e-07	0.1214250377	-3.56448835719e-07	0.130073957681	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0617	650487	650783	-1	gene		650490	0	P69330				4.59165577905e-07			26.541787858	-8.1839794332e-07	0.121424219302	-3.56448835719e-07	0.130073601232	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0618	650798	651856	-1	gene		650798	0	P77390				4.59165577905e-07			26.5417883172	-8.1839794332e-07	0.121423400904	-3.56448835719e-07	0.130073244783	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
PM0-9889	651857	651952	-1	promoter	[b0618, b0617, b0616, b0615, b0614, b0613]	652039	1					4.59165577905e-07			26.5417892355	-8.1839794332e-07	0.121422582506	-3.56448835719e-07	0.130072888335	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
PM0-10377	651857	652039	-1	promoter	[b0613, b0614, b0615, b0616, b0617, b0618]	651857	0					4.59165577905e-07			26.5417887764	-8.1839794332e-07	0.121421764108	-3.56448835719e-07	0.130072531886	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
PM0-10380	651984	652234	1	promoter	[b0620, b0619]	652039	0					4.59165577905e-07			26.5417896947	-8.1839794332e-07	0.12142094571	-3.56448835719e-07	0.130072175437	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0619	652235	653893	1	gene		652235	0					4.59165577905e-07			26.5417901539	-8.1839794332e-07	0.121420127312	-3.56448835719e-07	0.130071818988	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0620	653862	654542	1	gene		653893	0					4.59165577905e-07			26.541790613	-8.1839794332e-07	0.121419308914	-3.56448835719e-07	0.130071462539	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0621	654583	655968	-1	gene		654583	0	P0ABP3				4.59165577905e-07			26.5417910722	-8.1839794332e-07	0.121418490516	-3.56448835719e-07	0.13007110609	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
PM0-1783	655969	656083	-1	promoter	[b0621]	655969	0					4.59165577905e-07			26.5417915313	-8.1839794332e-07	0.121417672118	-3.56448835719e-07	0.130070749642	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
PM0-8201	656526	656556	1	promoter	[b0622]	656526	0					4.59165577905e-07			26.5417919905	-8.1839794332e-07	0.12141685372	-3.56448835719e-07	0.130070393193	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0622	656557	657117	1	gene		656557	0	P37001				4.59165577905e-07			26.5417924497	-8.1839794332e-07	0.121416035322	-3.56448835719e-07	0.130070036744	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
PM0-9886	657147	657291	1	promoter	[b0623]	657147	0					4.59165577905e-07			26.5417929088	-8.1839794332e-07	0.121415216924	-3.56448835719e-07	0.130069680295	-0.0	0.121343803313	-0.0	0.11602095617	-0.0	0.115515129023
b0623	657292	657501	1	gene		657292	0	P0A972	Cold shock-like protein CspE OS=Escherichia coli (strain K12) GN=cspE PE=1 SV=2	cspE	Cytoplasm	0.210663616163	0.212124086617	0.225450299073	26.541793368	0.00610805424054	0.121414398526	0.00521951087746	0.130069323846	0.0085237925335	0.121343803313	0.00600964166553	0.11602095617	0.00589194605087	0.115515129023
b0624	657555	657938	-1	gene		657555	0	P37002				4.59165577905e-07			26.7524569842	-8.1839794332e-07	0.127522452767	-3.56448835719e-07	0.135288834724	-0.0	0.129867595846	-0.0	0.122030597836	-0.0	0.121407075074
b4581	658031	658818	1	gene		658031	0					4.59165577905e-07			26.7524574433	-8.1839794332e-07	0.127521634369	-3.56448835719e-07	0.135288478275	-0.0	0.129867595846	-0.0	0.122030597836	-0.0	0.121407075074
b0627	658947	659150	1	gene		658947	0	P0A843	Sec-independent protein translocase protein tatE OS=Escherichia coli (strain K12) GN=tatE PE=1 SV=1	tatE	Cell inner membrane	0.000554551846779	0.000513656261798	0.000519194592624	26.7524579025	-8.1839794332e-07	0.127520815971	-3.56448835719e-07	0.135288121826	-0.0	0.129867595846	-0.0	0.122030597836	-0.0	0.121407075074
b0628	659251	660216	-1	gene		659251	0	P60716	Lipoyl synthase OS=Escherichia coli (strain K12) GN=lipA PE=1 SV=1	lipA	Cytoplasm	0.0290037426595	0.0258998316583	0.0261660283042	26.7530124544	5.57003264189e-05	0.127519997573	7.50070034379e-05	0.135287765377	0.000140645950549	0.129867595846	0.000136927837672	0.122030597836	0.000139065456806	0.121407075074
PM0-9992	660217	660301	-1	promoter	[b0628]	660217	0					4.59165577905e-07			26.782016197	-8.1839794332e-07	0.127575697899	-3.56448835719e-07	0.135362772381	-0.0	0.130008241797	-0.0	0.122167525674	-0.0	0.121546140531
b0629	660425	661378	-1	gene		660425	0	P30979				4.59165577905e-07			26.7820166562	-8.1839794332e-07	0.127574879501	-3.56448835719e-07	0.135362415932	-0.0	0.130008241797	-0.0	0.122167525674	-0.0	0.121546140531
b0630	661637	662278	-1	gene		661637	0	P60720	Octanoyltransferase OS=Escherichia coli (strain K12) GN=lipB PE=1 SV=1	lipB	Cytoplasm	7.2612728907e-05	0.00144381594918	8.70152517344e-05	26.7820171153	2.7449012335e-05	0.127574061103	2.65294150347e-05	0.135362059483	2.04538138612e-05	0.130008241797	2.49796949353e-05	0.122167525674	2.35150795865e-05	0.121546140531
b0631	662379	662642	-1	gene		662379	0	P0A8J4				4.59165577905e-07			26.7820897281	0.00063712378641	0.127601510116	0.000551234963869	0.135388588898	0.000584393001193	0.13002869561	0.000529624042052	0.122192505368	0.000619461128627	0.12156965561
PM0-9721	662643	662706	-1	promoter	[b0630, b0631]	662643	0					4.59165577905e-07			26.7820901872	-8.1839794332e-07	0.128238633902	-3.56448835719e-07	0.135939823862	-0.0	0.130613088612	-0.0	0.122722129411	-0.0	0.122189116739
b0632	662752	663963	-1	gene		662752	0	P0AEB2	D-alanyl-D-alanine carboxypeptidase dacA OS=Escherichia coli (strain K12) GN=dacA PE=1 SV=1	dacA	Cell inner membrane	0.100868870777	0.099449208573	0.0993047189735	26.7820906464	0.000353231734749	0.128237815504	0.000420382965148	0.135939467413	0.000367569987781	0.130613088612	0.000439738840775	0.122722129411	0.000445425332903	0.122189116739
b0633	664102	665190	-1	gene		664102	0	P10100	Rare lipoprotein A OS=Escherichia coli (strain K12) GN=rlpA PE=1 SV=1	rlpA	Cell membrane	0.0180810253527	0.0163895048099	0.0209705605639	26.8829595172	0.000124881060534	0.128591047239	0.00013384170228	0.136359850378	8.76796946672e-05	0.130980658599	7.88953640265e-05	0.123161868251	8.01065129617e-05	0.122634542072
b0634	665201	666313	-1	gene		665201	0	P0ABG7				4.59165577905e-07			26.9010405425	7.06019093721e-06	0.1287159283	3.63461756523e-06	0.13649369208	1.05733626004e-05	0.131068338294	8.76645707017e-06	0.123240763615	1.0158633731e-05	0.122714648585
b0635	666316	668217	-1	gene		666316	0	P0AD65	Penicillin-binding protein 2 OS=Escherichia coli (strain K12) GN=mrdA PE=3 SV=1	mrdA	Cell inner membrane	0.000711126370895	0.000911584183824	0.000877793656593	26.9010410017	2.05243495364e-06	0.12872298849	4.58410040243e-06	0.136497326698	3.6601925821e-06	0.131078911657	5.47642777584e-06	0.123249530072	1.96631914514e-06	0.122724807219
b0636	668248	668715	-1	gene		668248	0	P0A8I8	Ribosomal RNA large subunit methyltransferase H OS=Escherichia coli (strain K12) GN=rlmH PE=1 SV=1	rlmH	Cytoplasm	0.00101927462335	0.00184799595127	0.00162375416204	26.9017521281	2.19170833811e-05	0.128725040925	2.59244292899e-05	0.136501910798	1.60996617492e-05	0.131082571849	1.55632411918e-05	0.1232550065	2.11407644377e-05	0.122726773538
b0637	668719	669036	-1	gene		668719	0	P0AAT6	Uncharacterized protein ybeB OS=Escherichia coli (strain K12) GN=ybeB PE=1 SV=1	rsfS	Cytoplasm	0.00124430418603	0.00132135697034	0.00139397837907	26.9027714027	0.000388219052694	0.128746958009	0.000394562163447	0.136527835228	0.000372729271432	0.131098671511	0.000424159104883	0.123270569741	0.000377878966858	0.122747914302
PM0-9993	669037	669072	-1	promoter	[b0637, b0636, b0635, b0634, b0633]	669037	0					4.59165577905e-07			26.9040157069	-8.1839794332e-07	0.129135177062	-3.56448835719e-07	0.136922397391	-0.0	0.131471400782	-0.0	0.123694728846	-0.0	0.123125793269
b0638	669296	669907	-1	gene		669296	0	P52086				4.59165577905e-07			26.904016166	-8.1839794332e-07	0.129134358664	-3.56448835719e-07	0.136922040942	-0.0	0.131471400782	-0.0	0.123694728846	-0.0	0.123125793269
b0639	669931	670572	-1	gene		669931	0	P0A752				4.59165577905e-07			26.9040166252	1.15723595983e-05	0.129133540266	9.67379809052e-06	0.136921684493	1.29885314418e-05	0.131471400782	1.49434557382e-05	0.123694728846	1.97966670287e-05	0.123125793269
b0640	670574	671605	-1	gene		670574	0	P28630				4.59165577905e-07			26.9040170844	-8.1839794332e-07	0.129145112625	-3.56448835719e-07	0.136931358292	-0.0	0.131484389314	-0.0	0.123709672302	-0.0	0.123145589936
b0641	671605	672186	-1	gene		671605	0	P0ADC1	LPS-assembly lipoprotein lptE OS=Escherichia coli (strain K12) GN=lptE PE=1 SV=1	lptE	Cell outer membrane	0.0108727604413	0.0106981890304	0.0117064008395	26.9040175435	0.000117140253848	0.129144294227	0.000144717013376	0.136931001843	0.000146538323724	0.131484389314	0.000138086648358	0.123709672302	0.000105653438649	0.123145589936
b0642	672201	674783	-1	gene		672201	0	P07813	Leucyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=leuS PE=1 SV=2	leuS	Cytoplasm	0.293975659331	0.313257911528	0.297866018029	26.914890304	0.000355197856729	0.129261434481	0.000411905532534	0.137075718856	0.000390330167806	0.131630927638	0.000406361020063	0.12384775895	0.000428045899325	0.123251243375
PM0-9994	674993	675017	1	promoter	[b0643]	674993	0					4.59165577905e-07			27.2088659633	-8.1839794332e-07	0.129616632338	-3.56448835719e-07	0.137487624389	-0.0	0.132021257805	-0.0	0.12425411997	-0.0	0.123679289274
b0643	675018	675500	1	gene		675018	0	P0AAT9				4.59165577905e-07			27.2088664225	4.13159453453e-05	0.12961581394	8.84782774853e-05	0.13748726794	5.0493394068e-05	0.132021257805	2.45479401528e-05	0.12425411997	2.49845712063e-05	0.123679289274
b0644	675570	676547	-1	gene		675570	0	P77234				4.59165577905e-07			27.2088668816	-8.1839794332e-07	0.129657129885	-3.56448835719e-07	0.137575746217	-0.0	0.1320717512	-0.0	0.124278667911	-0.0	0.123704273845
b0645	676711	677418	1	gene		676711	0	P77627				4.59165577905e-07			27.2088673408	-8.1839794332e-07	0.129656311487	-3.56448835719e-07	0.137575389768	-0.0	0.1320717512	-0.0	0.124278667911	-0.0	0.123704273845
b0646	677415	678842	1	gene		677418	0	P77381				4.59165577905e-07			27.2088678	-8.1839794332e-07	0.129655493089	-3.56448835719e-07	0.13757503332	-0.0	0.1320717512	-0.0	0.124278667911	-0.0	0.123704273845
b0647	678852	679406	-1	gene		678852	0	P77296				4.59165577905e-07			27.2088682591	-8.1839794332e-07	0.129654674691	-3.56448835719e-07	0.137574676871	-0.0	0.1320717512	-0.0	0.124278667911	-0.0	0.123704273845
b0648	679508	680215	1	gene		679508	0	P77427				4.59165577905e-07			27.2088687183	-8.1839794332e-07	0.129653856294	-3.56448835719e-07	0.137574320422	-0.0	0.1320717512	-0.0	0.124278667911	-0.0	0.123704273845
b0649	680212	681663	1	gene		680215	0	P77359				4.59165577905e-07			27.2088691775	-8.1839794332e-07	0.129653037896	-3.56448835719e-07	0.137573963973	-0.0	0.1320717512	-0.0	0.124278667911	-0.0	0.123704273845
b0650	681723	683393	-1	gene		681723	0	P77319				4.59165577905e-07			27.2088696366	-8.1839794332e-07	0.129652219498	-3.56448835719e-07	0.137573607524	-0.0	0.1320717512	-0.0	0.124278667911	-0.0	0.123704273845
b0651	683477	684412	-1	gene		683477	0	P41409				4.59165577905e-07			27.2088700958	4.70739803246e-06	0.1296514011	2.32153822538e-06	0.137573251075	1.04331173924e-05	0.1320717512	1.71761821217e-05	0.124278667911	8.76926297428e-06	0.123704273845
b0652	684530	685255	-1	gene		684530	0	P0AAG3	Glutamate/aspartate transport ATP-binding protein GltL OS=Escherichia coli (strain K12) GN=gltL PE=3 SV=1	gltL	Cell inner membrane	0.00367790090292	0.00355344184462	0.00364098566079	27.208870555	1.85513588363e-05	0.129656108498	2.53825522473e-05	0.137575572614	2.37816113877e-05	0.132082184317	2.41660107509e-05	0.124295844093	2.22161820876e-05	0.123713043108
b0653	685255	685929	-1	gene		685255	0	P0AER5				4.59165577905e-07			27.2125484559	-8.1839794332e-07	0.129674659857	-3.56448835719e-07	0.137600955166	-0.0	0.132105965928	-0.0	0.124320010103	-0.0	0.12373525929
b0654	685929	686669	-1	gene		685929	0	P0AER3				4.59165577905e-07			27.212548915	-8.1839794332e-07	0.129673841459	-3.56448835719e-07	0.137600598717	-0.0	0.132105965928	-0.0	0.124320010103	-0.0	0.12373525929
b0655	686839	687747	-1	gene		686839	0	P37902	Glutamate/aspartate periplasmic-binding protein OS=Escherichia coli (strain K12) GN=gltI PE=1 SV=2	gltI	Periplasm	0.259840784361	0.273617649987	0.274828214112	27.2125493742	0.00117142406523	0.129673023061	0.00109818154737	0.137600242268	0.00118971870924	0.132105965928	0.00126601436599	0.124320010103	0.00122263847215	0.12373525929
PM-8798	687748	687896	-1	promoter	[b0652, b0653, b0654, b0655]	687748	0					4.59165577905e-07			27.4723901586	-8.1839794332e-07	0.130844447126	-3.56448835719e-07	0.138698423816	-0.0	0.133295684638	-0.0	0.125586024469	-0.0	0.124957897762
b0656	687997	689013	-1	gene		687997	0	P0CE51				4.59165577905e-07			27.4723906177	-8.1839794332e-07	0.130843628728	-3.56448835719e-07	0.138698067367	-0.0	0.133295684638	-0.0	0.125586024469	-0.0	0.124957897762
b0657	689343	690881	-1	gene		689343	0	P23930	Apolipoprotein N-acyltransferase OS=Escherichia coli (strain K12) GN=lnt PE=1 SV=1	lnt	Cell inner membrane	0.00407361209384	0.00446745126732	0.00449956633565	27.4723910769	8.17439427628e-06	0.13084281033	4.20906775825e-06	0.138697710918	4.11620434881e-06	0.133295684638	7.00580413783e-06	0.125586024469	6.05568934759e-06	0.124957897762
b0658	690906	691784	-1	gene		690906	0	P0AE78				4.59165577905e-07			27.476464689	5.81391395338e-05	0.130850984724	6.54359211118e-05	0.138701919986	6.10606352441e-05	0.133299800842	6.04448397724e-05	0.125593030274	6.52368807419e-05	0.124963953452
b0659	691874	692341	-1	gene		691874	0	P0A898	Probable rRNA maturation factor YbeY OS=Escherichia coli (strain K12) GN=ybeY PE=1 SV=1	ybeY	Cytoplasm	0.000407739565072	0.000807530746018	0.000232847143548	27.4764651482	0.000274591728327	0.130909123864	0.000408865776493	0.138767355907	0.000305175705532	0.133360861477	0.000325493619216	0.125653475113	0.000362330995054	0.125029190333
b0660	692338	693378	-1	gene		692341	0	P0A9K3	PhoH-like protein OS=Escherichia coli (strain K12) GN=ybeZ PE=1 SV=2	ybeZ	Cytoplasm	0.0475344575418	0.0469186076011	0.0500611034031	27.4768728877	0.000256406152773	0.131183715592	0.000213948157765	0.139176221683	0.000182491232794	0.133666037183	0.000216342262934	0.125978968733	0.000230259332275	0.125391521328
PM0-9722	693379	693469	-1	promoter	[b0657, b0658, b0659, b0660]	693379	0					4.59165577905e-07			27.5244073453	-8.1839794332e-07	0.131440121745	-3.56448835719e-07	0.139390169841	-0.0	0.133848528415	-0.0	0.126195310995	-0.0	0.12562178066
b0661	693531	694955	-1	gene		693531	0	P0AEI1	(Dimethylallyl)adenosine tRNA methylthiotransferase miaB OS=Escherichia coli (strain K12) GN=miaB PE=1 SV=1	miaB	Cytoplasm	0.0860883894855	0.0839677468378	0.0867951756735	27.5244078044	3.43948565291e-05	0.131439303347	0.000116882396122	0.139389813392	0.000214729318816	0.133848528415	0.000223985866324	0.126195310995	0.000193824107915	0.12562178066
