gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	W3110_control	W3110_control_cumulative_abundance	W3110_cumate	W3110_cumate_cumulative_abundance	Step_06_control	Step_06_control_cumulative_abundance	Step_06_cumate	Step_06_cumate_cumulative_abundance	Step_07_control	Step_07_control_cumulative_abundance	Step_07_cumate	Step_07_cumate_cumulative_abundance	Step_11_control	Step_11_control_cumulative_abundance	Step_11_cumate	Step_11_cumate_cumulative_abundance	Step_12_lowOD_control	Step_12_lowOD_control_cumulative_abundance	Step_12_lowOD_cumate	Step_12_lowOD_cumate_cumulative_abundance	Step_15_control	Step_15_control_cumulative_abundance	Step_15_cumate	Step_15_cumate_cumulative_abundance	Step_16_control	Step_16_control_cumulative_abundance	Step_16_cumate	Step_16_cumate_cumulative_abundance	MGF-01_control	MGF-01_control_cumulative_abundance	MGF-01_cumate	MGF-01_cumate_cumulative_abundance	MGF-02_control	MGF-02_control_cumulative_abundance	MGF-02_cumate	MGF-02_cumate_cumulative_abundance
b1067	1126157	1126804	1	gene		1126157	0	P29217				4.59165577905e-07			48.7671144139	6.35694702527e-05	0.184925389737	6.33427492578e-05	0.195412710521	4.89720496712e-05	0.192576885131	7.19316932091e-05	0.206862519201	6.41344400821e-05	0.186941988913	7.71200652492e-05	0.212228821838	7.85651761832e-05	0.197090765495	7.35072540945e-05	0.211487742077	5.93214740765e-05	0.193551556532	5.59361528701e-05	0.183420975289	5.58388524321e-05	0.193716923744	7.0070953978e-05	0.190027241966	5.23052417178e-05	0.193795474513	6.94817225402e-05	0.205761844894	6.09886519314e-05	0.191275802088	6.83255875822e-05	0.213227730859	5.84199213357e-05	0.187389239124	6.49686276631e-05	0.200961734455
b1068	1126806	1127729	1	gene		1126806	0	P75931				4.59165577905e-07			48.7671148731	2.11703706911e-06	0.184988959207	5.40674789786e-06	0.19547605327	1.49897765004e-06	0.192625857181	8.77063636885e-06	0.206934450894	2.01830254394e-06	0.187006123353	3.72622793406e-06	0.212305941903	2.51886003445e-06	0.197169330672	1.01645189108e-05	0.211561249331	4.50254361441e-06	0.193610878006	3.47039043016e-06	0.183476911442	3.93520415962e-06	0.193772762596	1.16439928952e-05	0.19009731292	2.89461533413e-06	0.193847779755	1.41250518583e-05	0.205831326616	3.3647531013e-05	0.19133679074	7.95705421877e-06	0.213296056446	5.67494300297e-06	0.187447659046	3.96381609309e-06	0.201026703083
b1069	1127839	1129374	1	gene		1127839	0	P0AF16				4.59165577905e-07			48.7671153323	0.0	0.184991076244	0.0	0.195481460018	0.0	0.192627356158	0.0	0.206943221531	2.08574955369e-07	0.187008141656	0.0	0.212309668131	3.64521739597e-06	0.197171849532	1.99748052324e-06	0.21157141385	3.88310061291e-06	0.193615380549	0.0	0.183480381832	4.11336145124e-06	0.193776697801	1.2477201455e-06	0.190108956913	0.0	0.19385067437	1.90192234208e-06	0.205845451668	1.52830951784e-06	0.191370438271	1.97318785724e-06	0.213304013501	0.0	0.187453333989	0.0	0.201030666899
b1070	1129414	1129830	-1	gene		1129414	0	P43533				4.59165577905e-07			48.7671157914	1.96061582989e-05	0.184991076244	5.02714621073e-05	0.195481460018	2.84675749569e-05	0.192627356158	2.62257747552e-05	0.206943221531	2.72258409035e-05	0.187008350231	2.04882840213e-05	0.212309668131	4.01251862184e-05	0.197175494749	3.26513700534e-05	0.21157341133	1.13330279133e-06	0.19361926365	1.87439049563e-06	0.183480381832	7.12548587355e-06	0.193780811162	1.38289784716e-06	0.190110204633	5.1001799571e-06	0.19385067437	5.4211547437e-07	0.20584735359	1.3163000907e-05	0.191371966581	8.7357152547e-07	0.213305986689	1.42424074013e-05	0.187453333989	0.0	0.201030666899
b1071	1129835	1130128	-1	gene		1129835	0	P0AEM4				4.59165577905e-07			48.7671162506	0.000312980728408	0.185010682402	0.000361694756102	0.19553173148	0.000321342053696	0.192655823733	0.000337538102773	0.206969447306	0.000319377972322	0.187035576072	0.000374489739672	0.212330156415	0.000337379040699	0.197215619935	0.000243228809092	0.2116060627	2.80409788075e-06	0.193620396953	8.58457702572e-06	0.183482256223	2.90124267541e-06	0.193787936648	4.67579759466e-06	0.190111587531	2.07945444369e-06	0.19385577455	5.20287001393e-06	0.205847895706	2.12862920206e-06	0.191385129582	2.12456586442e-06	0.21330686026	1.89273816095e-06	0.187467576396	6.68814860967e-06	0.201030666899
PM0-1725	1130129	1130165	-1	promoter	[b1070, b1071]	1130129	0					4.59165577905e-07			48.7671167098	-0.0	0.185323663131	-0.0	0.195893426237	-0.0	0.192977165787	-0.0	0.207306985408	-0.0	0.187354954044	-0.0	0.212704646155	-0.0	0.197552998976	-0.0	0.211849291509	-0.0	0.19362320105	-0.0	0.1834908408	-0.0	0.193790837891	-0.0	0.190116263328	-0.0	0.193857854005	-0.0	0.205853098576	-0.0	0.191387258211	-0.0	0.213308984826	-0.0	0.187469469134	-0.0	0.201037355047
b1072	1130204	1130863	-1	gene		1130204	0	P75933				4.59165577905e-07			48.7671171689	0.000379138445897	0.185323663131	0.000724304110664	0.195893426237	0.000465412728465	0.192977165787	0.000612786337873	0.207306985408	0.000369567471234	0.187354954044	0.000414691177557	0.212704646155	1.06086181904e-05	0.197552998976	0.000650281933309	0.211849291509	0.000400105771642	0.19362320105	0.000441519160778	0.1834908408	0.000437295314424	0.193790837891	0.000633037720809	0.190116263328	0.000292540484469	0.193857854005	0.00054949183843	0.205853098576	0.000245869494498	0.191387258211	0.000722156445238	0.213308984826	0.000148090798861	0.187469469134	0.000436517649956	0.201037355047
PM-8782	1130864	1130885	-1	promoter	[b1070, b1071, b1072]	1130864	0					4.59165577905e-07			48.7671176281	-0.0	0.185702801577	-0.0	0.196617730347	-0.0	0.193442578516	-0.0	0.207919771746	-0.0	0.187724521515	-0.0	0.213119337332	-0.0	0.197563607594	-0.0	0.212499573443	-0.0	0.194023306822	-0.0	0.18393235996	-0.0	0.194228133205	-0.0	0.190749301049	-0.0	0.194150394489	-0.0	0.206402590414	-0.0	0.191633127706	-0.0	0.214031141271	-0.0	0.187617559933	-0.0	0.201473872697
PM-8783	1130993	1131017	1	promoter	[b1073, b1074, b1075, b1076, b1077, b1078, b1079, b1080, b1081]	1130993	0					4.59165577905e-07			48.7671180873	-0.0	0.185702801577	-0.0	0.196617730347	-0.0	0.193442578516	-0.0	0.207919771746	-0.0	0.187724521515	-0.0	0.213119337332	-0.0	0.197563607594	-0.0	0.212499573443	-0.0	0.194023306822	-0.0	0.18393235996	-0.0	0.194228133205	-0.0	0.190749301049	-0.0	0.194150394489	-0.0	0.206402590414	-0.0	0.191633127706	-0.0	0.214031141271	-0.0	0.187617559933	-0.0	0.201473872697
b1073	1131018	1131434	1	gene		1131018	0	P0ABW9				4.59165577905e-07			48.7671185464	5.97910949569e-05	0.185702801577	4.43509610892e-05	0.196617730347	5.01930929693e-05	0.193442578516	2.80221145571e-05	0.207919771746	5.86132171892e-05	0.187724521515	4.17155278929e-05	0.213119337332	4.8975861378e-05	0.197563607594	2.19679708405e-05	0.212499573443	1.12013266089e-06	0.194023306822	1.43968318705e-06	0.18393235996	4.43889195621e-07	0.194228133205	6.07134894994e-06	0.190749301049	0.0	0.194150394489	0.0	0.206402590414	0.0	0.191633127706	0.0	0.214031141271	0.0	0.187617559933	2.86537973227e-07	0.201473872697
b1074	1131438	1131842	1	gene		1131438	0	P0ABX2				4.59165577905e-07			48.7671190056	2.9171604855e-05	0.185762592672	2.27125209032e-05	0.196662081308	2.68030538247e-05	0.193492771608	1.47663426489e-05	0.207947793861	2.34731542742e-05	0.187783134733	1.29066762518e-05	0.21316105286	1.55271033746e-05	0.197612583456	1.74786252399e-05	0.212521541413	1.59247921971e-06	0.194024426955	6.53592609242e-07	0.183933799644	1.01496036866e-06	0.194228577094	1.564151663e-06	0.190755372398	4.9499154089e-07	0.194150394489	1.35577570468e-06	0.206402590414	9.85448463434e-07	0.191633127706	5.60193842981e-07	0.214031141271	2.62766600285e-07	0.187617559933	1.57087368747e-06	0.201474159235
b1075	1131854	1132549	1	gene		1131854	0	P75936				4.59165577905e-07			48.7671194648	4.98794960445e-05	0.185791764276	8.80019606094e-05	0.196684793829	8.66423551224e-05	0.193519574662	4.85136221774e-05	0.207962560203	7.46328764253e-05	0.187806607887	3.92998649922e-05	0.213173959536	5.33019158681e-05	0.197628110559	4.63041412769e-05	0.212539020039	0.0	0.194026019434	0.0	0.183934453236	1.3680892989e-06	0.194229592055	0.0	0.19075693655	0.0	0.194150889481	0.0	0.20640394619	0.0	0.191634113154	0.0	0.214031701465	0.0	0.1876178227	0.0	0.201475730109
b1076	1132574	1133782	1	gene		1132574	0	P75937				4.59165577905e-07			48.7671199239	0.000854946048839	0.185841643772	0.000782615961287	0.19677279579	0.000850664434768	0.193606217017	0.000310290608333	0.208011073826	0.000836913697041	0.187881240763	0.000298543778801	0.213213259401	0.000635205543721	0.197681412475	0.000333046560313	0.21258532418	1.97278753845e-05	0.194026019434	9.15427760561e-06	0.183934453236	1.20506326773e-05	0.194230960144	2.19008544981e-05	0.19075693655	9.97950602022e-06	0.194150889481	3.62551933316e-05	0.20640394619	9.72603539855e-06	0.191634113154	6.72962423065e-06	0.214031701465	5.42284240132e-06	0.1876178227	5.69889393593e-06	0.201475730109
b1077	1133802	1134557	1	gene		1133802	0	P75938				4.59165577905e-07			48.7671203831	7.55108973125e-05	0.186696589821	7.66537539819e-05	0.197555411751	7.82606575265e-05	0.194456881452	3.20386601625e-05	0.208321364434	8.1055628375e-05	0.18871815446	3.7880438654e-05	0.21351180318	6.71157436335e-05	0.198316618019	6.94525280876e-05	0.21291837074	4.31916171166e-05	0.194045747309	0.0	0.183943607514	0.000132645162637	0.194243010777	3.94410655743e-05	0.190778837404	2.90285188733e-05	0.194160868987	2.21981867457e-05	0.206440201383	0.000109338714239	0.191643839189	2.2173066776e-05	0.214038431089	4.29240317614e-05	0.187623245542	2.97162752155e-05	0.201481429003
b1078	1134729	1135511	1	gene		1134729	0	P0ABX5				4.59165577905e-07			48.7671208423	1.4303083976e-05	0.186772100719	3.49776979745e-06	0.197632065505	1.00269132138e-05	0.19453514211	0.0	0.208353403094	7.3173634421e-06	0.188799210089	5.80188172684e-07	0.213549683619	5.69556228342e-06	0.198383733762	2.43680412422e-06	0.212987823268	3.62525269969e-06	0.194088938927	1.43910397505e-06	0.183943607514	0.0	0.194375655939	0.0	0.19081827847	0.0	0.194189897506	0.0	0.20646239957	0.0	0.191753177904	0.0	0.214060604156	0.0	0.187666169574	0.0	0.201511145278
b1079	1135564	1136262	1	gene		1135564	0	P0A6S0	Flagellar L-ring protein OS=Escherichia coli (strain K12) GN=flgH PE=3 SV=1	flgH	Cell outer membrane	6.19546906563e-05	1.75672404606e-05	1.87227041628e-05	48.7671213014	0.00028238450471	0.186786403803	0.000379703692706	0.197635563275	0.000274682684008	0.194545169023	0.00035042478026	0.208353403094	0.000305750613299	0.188806527452	0.000369461332204	0.213550263807	0.000277663878707	0.198389429324	0.000285212175428	0.212990260072	1.04403797655e-06	0.194092564179	2.36544437843e-06	0.183945046618	2.10608282252e-06	0.194375655939	0.0	0.19081827847	1.66936474722e-06	0.194189897506	1.66497539899e-06	0.20646239957	0.0	0.191753177904	3.58921585284e-06	0.214060604156	1.18050021742e-06	0.187666169574	1.71391528686e-06	0.201511145278
b1080	1136274	1137371	1	gene		1136274	0	P0A6S3				4.59165577905e-07			48.7671832561	0.000116210997077	0.187068788307	0.000148463366836	0.198015266968	9.64934285357e-05	0.194819851707	8.4502410893e-05	0.208703827874	0.00010987205784	0.189112278065	9.8213955574e-05	0.213919725139	9.90464020445e-05	0.198667093203	6.0199839811e-05	0.213275472248	8.5949790261e-07	0.194093608217	5.52946873653e-06	0.183947412062	3.07482587397e-07	0.194377762022	2.41370191291e-05	0.19081827847	0.0	0.194191566871	1.50424785316e-06	0.206464064545	0.0	0.191753177904	0.0	0.214064193372	2.40731290009e-06	0.187667350074	0.0	0.201512859194
b1081	1137371	1138312	1	gene		1137371	0	P75942				4.59165577905e-07			48.7671837153	2.33358766588e-05	0.187184999304	1.37394243615e-05	0.198163730334	9.5135301307e-06	0.194916345135	1.77073285907e-05	0.208788330285	1.49083699179e-05	0.189222150123	1.92446679322e-05	0.214017939095	8.26866149241e-06	0.198766139605	1.5290917806e-05	0.213335672088	5.14847055043e-06	0.194094467715	6.32121185455e-06	0.183952941531	1.41570895996e-05	0.194378069505	5.83897439875e-06	0.190842415489	1.54160169819e-05	0.194191566871	1.0946364331e-05	0.206465568793	1.1593022152e-05	0.191753177904	1.16497937269e-05	0.214064193372	1.207541833e-05	0.187669757387	1.54145051861e-05	0.201512859194
PM0-1726	1138351	1138377	1	promoter	[b1083, b1082]	1138351	0					4.59165577905e-07			48.7671841744	-0.0	0.187208335181	-0.0	0.198177469759	-0.0	0.194925858666	-0.0	0.208806037614	-0.0	0.189237058493	-0.0	0.214037183763	-0.0	0.198774408267	-0.0	0.213350963005	-0.0	0.194099616186	-0.0	0.183959262743	-0.0	0.194392226594	-0.0	0.190848254463	-0.0	0.194206982887	-0.0	0.206476515158	-0.0	0.191764770926	-0.0	0.214075843166	-0.0	0.187681832805	-0.0	0.201528273699
b1082	1138378	1140021	1	gene		1138378	0	P33235				4.59165577905e-07			48.7671846336	0.000253995101118	0.187208335181	6.40458877824e-05	0.198177469759	0.000264199055956	0.194925858666	0.000164986308354	0.208806037614	0.000102491929608	0.189237058493	0.000148545546288	0.214037183763	7.23886007279e-06	0.198774408267	6.11879609397e-06	0.213350963005	9.58824999683e-05	0.194099616186	0.000101485755213	0.183959262743	9.98442849757e-05	0.194392226594	0.000102964493053	0.190848254463	0.000307713619947	0.194206982887	0.000205928011276	0.206476515158	0.000368336622351	0.191764770926	0.000266938323237	0.214075843166	0.000234352118706	0.187681832805	3.19522142162e-05	0.201528273699
b1083	1140033	1140986	1	gene		1140033	0	P29744				4.59165577905e-07			48.7671850928	4.56866493512e-05	0.187462330282	3.85302568114e-05	0.198241515647	5.07168041799e-05	0.195190057722	2.33689713963e-05	0.208971023922	3.44990157064e-05	0.189339550423	1.28241583234e-05	0.214185729309	3.16382933088e-05	0.198781647127	1.56782060048e-05	0.213357081802	1.30184459641e-06	0.194195498686	4.706665195e-06	0.184060748498	1.34638763457e-05	0.194492070879	8.19488475753e-06	0.190951218956	7.585425492e-06	0.194514696507	3.11042205754e-06	0.206682443169	7.33150780003e-06	0.192133107548	6.69859167762e-06	0.214342781489	1.16857623041e-05	0.187916184924	8.43407606454e-06	0.201560225913
b1084	1141182	1144367	-1	gene		1141182	0	P21513	Ribonuclease E OS=Escherichia coli (strain K12) GN=rne PE=1 SV=6	rne	Cytoplasm	0.166253575495	0.155649239245	0.168774200365	48.7671855519	0.00166916294234	0.187508016931	0.00150191925601	0.198280045903	0.00162253001066	0.195240774526	0.00163310007283	0.208994392894	0.00172582910371	0.189374049438	0.0016627468218	0.214198553467	0.00171763078208	0.19881328542	0.00160067187604	0.213372760008	0.00210521742284	0.19419680053	0.00237532741115	0.184065455163	0.00188666586524	0.194505534756	0.00179802281918	0.190959413841	0.00209756562734	0.194522281933	0.00191871824756	0.206685553591	0.00195406082892	0.192140439056	0.00178339075616	0.214349480081	0.00215187601229	0.187927870686	0.00198064466684	0.201568659989
PM0-9364	1144368	1144873	-1	promoter	[b1084]	1144368	0					4.59165577905e-07			48.9334391274	-0.0	0.189177179874	-0.0	0.199781965159	-0.0	0.196863304536	-0.0	0.210627492966	-0.0	0.191099878542	-0.0	0.215861300289	-0.0	0.200530916202	-0.0	0.214973431884	-0.0	0.196302017953	-0.0	0.186440782574	-0.0	0.196392200621	-0.0	0.19275743666	-0.0	0.19661984756	-0.0	0.208604271838	-0.0	0.194094499885	-0.0	0.216132870837	-0.0	0.190079746699	-0.0	0.203549304656
b1085	1144502	1144822	1	gene		1144873	1	P62066				4.59165577905e-07			48.9334395866	-0.0	0.189177179874	-0.0	0.199781965159	-0.0	0.196863304536	-0.0	0.210627492966	-0.0	0.191099878542	-0.0	0.215861300289	-0.0	0.200530916202	-0.0	0.214973431884	-0.0	0.196302017953	-0.0	0.186440782574	-0.0	0.196392200621	-0.0	0.19275743666	-0.0	0.19661984756	-0.0	0.208604271838	-0.0	0.194094499885	-0.0	0.216132870837	-0.0	0.190079746699	-0.0	0.203549304656
b1086	1144940	1145899	1	gene		1144940	0	P0AA39				4.59165577905e-07			48.9334400458	0.000130255120604	0.189177179874	6.79224560075e-05	0.199781965159	0.000124877349518	0.196863304536	6.83099821752e-05	0.210627492966	0.000133884191111	0.191099878542	7.55675760749e-05	0.215861300289	0.000114060418059	0.200530916202	8.22950037164e-05	0.214973431884	0.000193771199376	0.196302017953	7.19679280465e-05	0.186440782574	0.000135450459513	0.196392200621	9.27003909483e-05	0.19275743666	0.000141345569323	0.19661984756	0.000110918918275	0.208604271838	0.000155699128143	0.194094499885	9.34545699109e-05	0.216132870837	0.00015412369104	0.190079746699	0.000114434173003	0.203549304656
b1087	1146011	1146595	-1	gene		1146011	0	P0A729	Maf-like protein yceF OS=Escherichia coli (strain K12) GN=yceF PE=3 SV=1	yceF	Cytoplasm	0.0841703229256	0.0754266017141	0.0857542779733	48.9334405049	1.33019790242e-05	0.189307434994	1.70780813824e-05	0.199849887615	1.89346957965e-05	0.196988181886	1.81503192969e-05	0.210695802949	1.52581934907e-05	0.191233762733	1.90109101981e-05	0.215936867865	0.000100847385379	0.20064497662	2.00532841078e-05	0.215055726887	3.25233618568e-05	0.196495789152	3.90908606743e-06	0.186512750502	2.54209298215e-05	0.19652765108	2.19766963199e-05	0.192850137051	1.86379238071e-05	0.19676119313	1.45328871604e-05	0.208715190757	3.79149384025e-05	0.194250199013	1.0041359419e-05	0.216226325407	4.13040704097e-05	0.19023387039	1.24000049364e-05	0.203663738829
PM0-9595	1146589	1146588	1	promoter	[b4418]	1146595	1					4.59165577905e-07			49.0176108279	-0.0	0.189320736973	-0.0	0.199866965697	-0.0	0.197007116582	-0.0	0.210713953268	-0.0	0.191249020927	-0.0	0.215955878775	-0.0	0.200745824006	-0.0	0.215075780171	-0.0	0.196528312514	-0.0	0.186516659588	-0.0	0.19655307201	-0.0	0.192872113747	-0.0	0.196779831053	-0.0	0.208729723644	-0.0	0.194288113951	-0.0	0.216236366766	-0.0	0.19027517446	-0.0	0.203676138834
b4418	1146589	1146757	1	gene		1146595	0					4.59165577905e-07			49.017611287	-0.0	0.189320736973	-0.0	0.199866965697	-0.0	0.197007116582	-0.0	0.210713953268	-0.0	0.191249020927	-0.0	0.215955878775	-0.0	0.200745824006	-0.0	0.215075780171	-0.0	0.196528312514	-0.0	0.186516659588	-0.0	0.19655307201	-0.0	0.192872113747	-0.0	0.196779831053	-0.0	0.208729723644	-0.0	0.194288113951	-0.0	0.216236366766	-0.0	0.19027517446	-0.0	0.203676138834
PM00363	1146649	1146793	1	promoter	[b1089, b1088]	1146757	0					4.59165577905e-07			49.0176117462	-0.0	0.189320736973	-0.0	0.199866965697	-0.0	0.197007116582	-0.0	0.210713953268	-0.0	0.191249020927	-0.0	0.215955878775	-0.0	0.200745824006	-0.0	0.215075780171	-0.0	0.196528312514	-0.0	0.186516659588	-0.0	0.19655307201	-0.0	0.192872113747	-0.0	0.196779831053	-0.0	0.208729723644	-0.0	0.194288113951	-0.0	0.216236366766	-0.0	0.19027517446	-0.0	0.203676138834
b1088	1146794	1147315	1	gene		1146794	0	P0AB28				4.59165577905e-07			49.0176122054	2.11347971077e-05	0.189320736973	4.76313249984e-05	0.199866965697	2.63010033245e-05	0.197007116582	4.0887736296e-05	0.210713953268	1.77277575069e-05	0.191249020927	4.12096260429e-05	0.215955878775	1.70272209247e-05	0.200745824006	5.58569907276e-05	0.215075780171	3.89604640817e-05	0.196528312514	2.23675027276e-05	0.186516659588	2.908420973e-05	0.19655307201	3.50637220012e-05	0.192872113747	1.08193351681e-05	0.196779831053	3.98155514638e-05	0.208729723644	2.05054074732e-05	0.194288113951	5.18124081123e-05	0.216236366766	1.56636097493e-05	0.19027517446	5.55548011592e-05	0.203676138834
PM0-10020	1147338	1147366	1	promoter	[b1093, b1092, b1091, b1090, b1089]	1147338	0					4.59165577905e-07			49.0176126645	-0.0	0.189341871771	-0.0	0.199914597022	-0.0	0.197033417585	-0.0	0.210754841004	-0.0	0.191266748684	-0.0	0.215997088401	-0.0	0.200762851227	-0.0	0.215131637162	-0.0	0.196567272978	-0.0	0.186539027091	-0.0	0.19658215622	-0.0	0.192907177469	-0.0	0.196790650389	-0.0	0.208769539195	-0.0	0.194308619359	-0.0	0.216288179174	-0.0	0.19029083807	-0.0	0.203731693635
b1089	1147367	1147540	1	gene		1147367	0	P0A7N4	50S ribosomal protein L32 OS=Escherichia coli (strain K12) GN=rpmF PE=1 SV=2	rpmF	Cytoplasm	0.279553986995	0.284151947771	0.296184367601	49.0176131237	0.0013076439063	0.189341871771	0.00115486892711	0.199914597022	0.00137909893559	0.197033417585	0.00100126503415	0.210754841004	0.00159290858901	0.191266748684	0.000937823338287	0.215997088401	0.00154085495443	0.200762851227	0.000914966161694	0.215131637162	0.00201331221659	0.196567272978	0.0030556562814	0.186539027091	0.00145356010658	0.19658215622	0.00185890855871	0.192907177469	0.00200672955612	0.196790650389	0.00168301063557	0.208769539195	0.00196770277482	0.194308619359	0.00159258538007	0.216288179174	0.0019746309581	0.19029083807	0.00177449535452	0.203731693635
PM0-46337	1147577	1147620	1	promoter	[b1093, b1092, b1091, b1090]	1147577	0					4.59165577905e-07			49.2971671107	-0.0	0.190649515677	-0.0	0.201069465949	-0.0	0.198412516521	-0.0	0.211756106038	-0.0	0.192859657273	-0.0	0.21693491174	-0.0	0.202303706181	-0.0	0.216046603324	-0.0	0.198580585195	-0.0	0.189594683373	-0.0	0.198035716326	-0.0	0.194766086028	-0.0	0.198797379945	-0.0	0.210452549831	-0.0	0.196276322134	-0.0	0.217880764554	-0.0	0.192265469028	-0.0	0.205506188989
b1090	1147621	1148691	1	gene		1147621	0	P27247	Phosphate acyltransferase OS=Escherichia coli (strain K12) GN=plsX PE=1 SV=2	plsX	Cytoplasm	0.00326168422185	0.00294467545186	0.00334696269548	49.2971675698	1.51213854251e-05	0.190649515677	1.11284406815e-05	0.201069465949	2.59281083122e-05	0.198412516521	1.36781671598e-05	0.211756106038	1.00714590905e-05	0.192859657273	1.3549503515e-05	0.21693491174	1.50992007484e-05	0.202303706181	1.6435407555e-05	0.216046603324	3.01501023768e-05	0.198580585195	6.92741143186e-06	0.189594683373	1.25614939251e-05	0.198035716326	2.37742287276e-05	0.194766086028	1.38415706779e-05	0.198797379945	1.35555088328e-05	0.210452549831	1.55832334036e-05	0.196276322134	2.69149714563e-05	0.217880764554	9.81253929216e-06	0.192265469028	1.92655652198e-05	0.205506188989
PM0-46277	1148516	1148758	1	promoter	[b1091, b1092, b1093]	1148691	0					4.59165577905e-07			49.3004292541	-0.0	0.190664637062	-0.0	0.20108059439	-0.0	0.198438444629	-0.0	0.211769784205	-0.0	0.192869728732	-0.0	0.216948461243	-0.0	0.202318805382	-0.0	0.216063038731	-0.0	0.198610735297	-0.0	0.189601610784	-0.0	0.19804827782	-0.0	0.194789860257	-0.0	0.198811221515	-0.0	0.21046610534	-0.0	0.196291905367	-0.0	0.217907679526	-0.0	0.192275281567	-0.0	0.205525454555
b1091	1148759	1149712	1	gene		1148759	0	P0A6R0	3-oxoacyl-[acyl-carrier-protein] synthase 3 OS=Escherichia coli (strain K12) GN=fabH PE=1 SV=1	fabH	Cytoplasm	0.12109781136	0.114489335103	0.117866976703	49.3004297132	0.000507264638106	0.190664637062	0.000481224668764	0.20108059439	0.000518097734902	0.198438444629	0.000455768177954	0.211769784205	0.000434245866323	0.192869728732	0.000503877497063	0.216948461243	0.000434062023223	0.202318805382	0.000448600399174	0.216063038731	0.000564560580168	0.198610735297	0.000534312918334	0.189601610784	0.000482296801884	0.19804827782	0.000488914781352	0.194789860257	0.000519668830918	0.198811221515	0.000471203183077	0.21046610534	0.000525216732951	0.196291905367	0.000484305540117	0.217907679526	0.000465629758413	0.192275281567	0.000527793501113	0.205525454555
b1092	1149728	1150657	1	gene		1149728	0	P0AAI9				4.59165577905e-07			49.4215275246	0.000381390018583	0.1911719017	0.000562525788466	0.201561819058	0.000383313307748	0.198956542364	0.000513145162221	0.212225552383	0.000402116556451	0.193303974599	0.000427313390899	0.21745233874	0.000366562546963	0.202752867405	0.000543107194121	0.216511639131	0.000633114364931	0.199175295878	0.000256163243648	0.190135923702	0.000383086693285	0.198530574622	0.000478428467053	0.195278775038	0.000355039478521	0.199330890346	0.00061806846294	0.210937308523	0.000487790150546	0.1968171221	0.000617885687831	0.218391985066	0.000384834080197	0.192740911326	0.000607322791672	0.206053248056
b1093	1150670	1151404	1	gene		1150670	0	P0AEK2				4.59165577905e-07			49.4215279838	0.0016226405304	0.191553291719	0.00146798006162	0.202124344847	0.00162173699221	0.199339855672	0.00143546459327	0.212738697546	0.00156426280045	0.193706091155	0.00140903795677	0.217879652131	0.00137286149319	0.203119429952	0.00136462133992	0.217054746325	0.0014365642718	0.199808410242	0.00152830041449	0.190392086946	0.00125731034997	0.198913661316	0.00116201821899	0.195757203505	0.00105594202514	0.199685929825	0.00141784877148	0.211555376986	0.00154495545011	0.197304912251	0.00125841133015	0.219009870754	0.00122913855351	0.193125745406	0.0012996593612	0.206660570847
PM541	1151575	1151614	1	promoter	[b1095, b1094]	1151575	0					4.59165577905e-07			49.4215284429	-0.0	0.193175932249	-0.0	0.203592324908	-0.0	0.200961592664	-0.0	0.214174162139	-0.0	0.195270353956	-0.0	0.219288690088	-0.0	0.204492291445	-0.0	0.218419367665	-0.0	0.201244974514	-0.0	0.19192038736	-0.0	0.200170971666	-0.0	0.196919221724	-0.0	0.20074187185	-0.0	0.212973225757	-0.0	0.198849867701	-0.0	0.220268282084	-0.0	0.194354883959	-0.0	0.207960230209
b1094	1151615	1151851	1	gene		1151615	0					4.59165577905e-07			49.4215289021	0.00127695458637	0.193175932249	0.000706443153333	0.203592324908	0.000643800044429	0.200961592664	0.000772481497902	0.214174162139	0.000920996442811	0.195270353956	0.00106366850621	0.219288690088	0.0014602669431	0.204492291445	0.000920740667963	0.218419367665	0.000696481989592	0.201244974514	0.00172592396603	0.19192038736	0.000871518123284	0.200170971666	0.000708768338557	0.196919221724	0.00110771152847	0.20074187185	0.000801077852237	0.212973225757	0.00127891002505	0.198849867701	0.00136887693957	0.220268282084	0.000974800417782	0.194354883959	0.00087444457933	0.207960230209
b1095	1151939	1153180	1	gene		1151939	0	P0AAI5	3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Escherichia coli (strain K12) GN=fabF PE=1 SV=2	fabF	Cytoplasm	0.131970134696	0.136853222528	0.141360826102	49.4215293613	0.00112349812637	0.194452886836	0.00102501026609	0.204298768062	0.00116328113008	0.201605392708	0.000967223787563	0.214946643637	0.00095119886475	0.196191350398	0.00092665153836	0.220352358594	0.000958210455678	0.205952558388	0.000883254534146	0.219340108333	0.00115850706308	0.201941456504	0.00109323728774	0.193646311327	0.00108162121658	0.201042489789	0.000928424935018	0.197627990063	0.00116872854004	0.201849583378	0.000944136202547	0.213774303609	0.00132924355661	0.200128777726	0.00101876103332	0.221637159023	0.00096820380425	0.195329684377	0.00103198098619	0.208834674788
