E_coli_K12	E_coli_W3110	Identity_E_coli_K12.to.E_coli_W3110	Identity_E_coli_W3110.to.E_coli_K12
sp|P31553|CAIT_ECOLI	W3110_lambdaRed.CDS.36	100.0	100.0
sp|P31554|LPTD_ECOLI	W3110_lambdaRed.CDS.50	100.0	100.0
sp|P32131|HEMN_ECOLI	W3110_lambdaRed.CDS.3419	100.0	100.0
sp|P32134|YIHM_ECOLI	W3110_lambdaRed.CDS.3412	100.0	100.0
sp|P33013|DACD_ECOLI	W3110_lambdaRed.CDS.1996	100.0	100.0
sp|P32675|PFLC_ECOLI	W3110_lambdaRed.CDS.3329	100.0	100.0
sp|P32677|YIJO_ECOLI	W3110_lambdaRed.CDS.3327	100.0	100.0
sp|P32680|YJAG_ECOLI	W3110_lambdaRed.CDS.3287	100.0	100.0
sp|P32681|YJAH_ECOLI	W3110_lambdaRed.CDS.3285	100.0	100.0
sp|P32684|RLUF_ECOLI	W3110_lambdaRed.CDS.4034	100.0	100.0
sp|P32685|YJBD_ECOLI	W3110_lambdaRed.CDS.4035	100.0	100.0
sp|P32687|YJBF_ECOLI	W3110_lambdaRed.CDS.4039	100.0	100.0
sp|P32689|YJBH_ECOLI	W3110_lambdaRed.CDS.4041	100.0	100.0
sp|P32690|YJBI_ECOLI	W3110_lambdaRed.CDS.4054	100.0	100.0
sp|P32693|YJBL_ECOLI	W3110_lambdaRed.CDS.4063	100.0	100.0
sp|P32694|YJBM_ECOLI	W3110_lambdaRed.CDS.4064	100.0	100.0
sp|P32695|DUSA_ECOLI	W3110_lambdaRed.CDS.4066	100.0	100.0
sp|P32700|YJCB_ECOLI	W3110_lambdaRed.CDS.4080	100.0	100.0
sp|P32701|PDEC_ECOLI	W3110_lambdaRed.CDS.4081	100.0	100.0
sp|P32703|YJCE_ECOLI	W3110_lambdaRed.CDS.4086	100.0	100.0
sp|P32704|YJCF_ECOLI	W3110_lambdaRed.CDS.4087	100.0	100.0
sp|P32705|ACTP_ECOLI	W3110_lambdaRed.CDS.4088	100.0	100.0
sp|P32709|NRFD_ECOLI	W3110_lambdaRed.CDS.4094	100.0	100.0
sp|P32711|NRFF_ECOLI	W3110_lambdaRed.CDS.4096	100.0	100.0
sp|P32712|NRFG_ECOLI	W3110_lambdaRed.CDS.4097	100.0	100.0
sp|P32714|MDTP_ECOLI	W3110_lambdaRed.CDS.4103	100.0	100.0
sp|P32715|MDTO_ECOLI	W3110_lambdaRed.CDS.4104	100.0	100.0
sp|P32716|MDTN_ECOLI	W3110_lambdaRed.CDS.4105	100.0	100.0
sp|P32717|YJCS_ECOLI	W3110_lambdaRed.CDS.4108	100.0	100.0
sp|P32718|ALSK_ECOLI	W3110_lambdaRed.CDS.4110	100.0	100.0
sp|P32719|ALSE_ECOLI	W3110_lambdaRed.CDS.4111	100.0	100.0
sp|P32720|ALSC_ECOLI	W3110_lambdaRed.CDS.4112	100.0	100.0
sp|P32721|ALSA_ECOLI	W3110_lambdaRed.CDS.4113	100.0	100.0
sp|P33011|YEEA_ECOLI	W3110_lambdaRed.CDS.1994	100.0	100.0
sp|P33012|SBMC_ECOLI	W3110_lambdaRed.CDS.1995	100.0	100.0
sp|P32676|PTFB3_ECOLI	W3110_lambdaRed.CDS.3328	100.0	100.0
sp|P32674|PFLD_ECOLI	W3110_lambdaRed.CDS.3330	100.0	100.0
sp|P32135|YIHN_ECOLI	W3110_lambdaRed.CDS.3411	100.0	100.0
sp|P32672|PTFC2_ECOLI	W3110_lambdaRed.CDS.3332	100.0	100.0
sp|P32136|YIHO_ECOLI	W3110_lambdaRed.CDS.3409	100.0	100.0
sp|P32137|YIHP_ECOLI	W3110_lambdaRed.CDS.3408	100.0	100.0
sp|P32138|SQASE_ECOLI	W3110_lambdaRed.CDS.3407	100.0	100.0
sp|P32139|YIHR_ECOLI	W3110_lambdaRed.CDS.3406	100.0	100.0
sp|P32140|SQUS_ECOLI	W3110_lambdaRed.CDS.3405	100.0	100.0
sp|P32141|SQUT_ECOLI	W3110_lambdaRed.CDS.3404	100.0	100.0
sp|P32143|SQUV_ECOLI	W3110_lambdaRed.CDS.3402	100.0	100.0
sp|P32144|YIHW_ECOLI	W3110_lambdaRed.CDS.3401	100.0	100.0
sp|P32151|YIIG_ECOLI	W3110_lambdaRed.CDS.3387	100.0	100.0
sp|P32152|FRVR_ECOLI	W3110_lambdaRed.CDS.3386	100.0	100.0
sp|P32153|FRVX_ECOLI	W3110_lambdaRed.CDS.3385	100.0	100.0
sp|P32154|PTFLB_ECOLI	W3110_lambdaRed.CDS.3384	100.0	100.0
sp|P32155|PTFLA_ECOLI	W3110_lambdaRed.CDS.3383	100.0	100.0
sp|P32156|RHAM_ECOLI	W3110_lambdaRed.CDS.3382	100.0	100.0
sp|P32157|YIIM_ECOLI	W3110_lambdaRed.CDS.3371	100.0	100.0
sp|P32160|YIIQ_ECOLI	W3110_lambdaRed.CDS.3362	100.0	100.0
sp|P32162|YIIS_ECOLI	W3110_lambdaRed.CDS.3360	100.0	100.0
sp|P32166|MENA_ECOLI	W3110_lambdaRed.CDS.3352	100.0	100.0
sp|P32167|YIIX_ECOLI	W3110_lambdaRed.CDS.3344	100.0	100.0
sp|P32169|RHAD_ECOLI	W3110_lambdaRed.CDS.3381	100.0	100.0
sp|P32170|RHAA_ECOLI	W3110_lambdaRed.CDS.3380	100.0	100.0
sp|P32171|RHAB_ECOLI	W3110_lambdaRed.CDS.3379	100.0	100.0
sp|P32173|MOBA_ECOLI	W3110_lambdaRed.CDS.3432	100.0	100.0
sp|P32176|FDOG_ECOLI	W3110_lambdaRed.CDS.3391	100.0	100.0
sp|P32662|GPH_ECOLI	W3110_lambdaRed.CDS.3913	100.0	100.0
sp|P32664|NUDC_ECOLI	W3110_lambdaRed.CDS.3290	100.0	100.0
sp|P32668|YIJF_ECOLI	W3110_lambdaRed.CDS.3336	100.0	100.0
sp|P32669|FSAB_ECOLI	W3110_lambdaRed.CDS.3334	100.0	100.0
sp|P32670|PTFX2_ECOLI	W3110_lambdaRed.CDS.3333	100.0	100.0
sp|P60782|PLSY_ECOLI	W3110_lambdaRed.CDS.3059	100.0	100.0
sp|P60844|AQPZ_ECOLI	W3110_lambdaRed.CDS.878	100.0	100.0
sp|P23878|FEPC_ECOLI	W3110_lambdaRed.CDS.593	100.0	100.0
sp|P77288|YFCV_ECOLI	W3110_lambdaRed.CDS.2346	100.0	100.0
sp|P77256|AKRMG_ECOLI	W3110_lambdaRed.CDS.1759	100.0	100.0
sp|P77257|LSRA_ECOLI	W3110_lambdaRed.CDS.1497	100.0	100.0
sp|P77258|NEMA_ECOLI	W3110_lambdaRed.CDS.1633	100.0	100.0
sp|P77260|YDFI_ECOLI	W3110_lambdaRed.CDS.1528	100.0	100.0
sp|P77263|ECPE_ECOLI	W3110_lambdaRed.CDS.286	100.0	100.0
sp|P77265|MDLA_ECOLI	W3110_lambdaRed.CDS.448	100.0	100.0
sp|P77268|DDPD_ECOLI	W3110_lambdaRed.CDS.1467	100.0	100.0
sp|P77269|YPHF_ECOLI	W3110_lambdaRed.CDS.2551	100.0	100.0
sp|P77272|PTYBC_ECOLI	W3110_lambdaRed.CDS.2434	100.0	100.0
sp|P77277|EUTJ_ECOLI	W3110_lambdaRed.CDS.2450	100.0	100.0
sp|P77279|FETA_ECOLI	W3110_lambdaRed.CDS.491	100.0	100.0
sp|P77280|YDJJ_ECOLI	W3110_lambdaRed.CDS.1762	100.0	100.0
sp|P77285|RSXG_ECOLI	W3110_lambdaRed.CDS.1613	100.0	100.0
sp|P77286|YDEU_ECOLI	W3110_lambdaRed.CDS.1493	100.0	100.0
sp|P77293|GTRB_ECOLI	W3110_lambdaRed.CDS.2357	100.0	100.0
sp|P77510|DPIB_ECOLI	W3110_lambdaRed.CDS.626	100.0	100.0
sp|P77295|YGAV_ECOLI	W3110_lambdaRed.CDS.2660	100.0	100.0
sp|P77296|YBET_ECOLI	W3110_lambdaRed.CDS.658	100.0	100.0
sp|P77297|YAHE_ECOLI	W3110_lambdaRed.CDS.315	100.0	100.0
sp|P77300|YAGI_ECOLI	W3110_lambdaRed.CDS.269	100.0	100.0
sp|P77301|YBAP_ECOLI	W3110_lambdaRed.CDS.483	100.0	100.0
sp|P77302|DGCM_ECOLI	W3110_lambdaRed.CDS.1319	100.0	100.0
sp|P77304|DTPA_ECOLI	W3110_lambdaRed.CDS.1616	100.0	100.0
sp|P77306|YQIK_ECOLI	W3110_lambdaRed.CDS.3050	100.0	100.0
sp|P77307|FETB_ECOLI	W3110_lambdaRed.CDS.492	100.0	100.0
sp|P77308|DDPB_ECOLI	W3110_lambdaRed.CDS.1469	100.0	100.0
sp|P77309|YNEJ_ECOLI	W3110_lambdaRed.CDS.1510	100.0	100.0
sp|P77315|YPHD_ECOLI	W3110_lambdaRed.CDS.2549	100.0	100.0
sp|P77316|YBDR_ECOLI	W3110_lambdaRed.CDS.615	100.0	100.0
sp|P77318|YDEN_ECOLI	W3110_lambdaRed.CDS.1482	100.0	100.0
sp|P77252|YKGE_ECOLI	W3110_lambdaRed.CDS.303	100.0	100.0
sp|P77249|SFMC_ECOLI	W3110_lambdaRed.CDS.531	100.0	100.0
sp|P77247|HXPB_ECOLI	W3110_lambdaRed.CDS.1713	100.0	100.0
sp|P77245|MURR_ECOLI	W3110_lambdaRed.CDS.2432	100.0	100.0
sp|P77173|ZIPA_ECOLI	W3110_lambdaRed.CDS.2417	100.0	100.0
sp|P77174|YBDM_ECOLI	W3110_lambdaRed.CDS.607	100.0	100.0
sp|P77179|RSXE_ECOLI	W3110_lambdaRed.CDS.1614	100.0	100.0
sp|P77180|YKGH_ECOLI	W3110_lambdaRed.CDS.306	100.0	100.0
sp|P77181|PAAY_ECOLI	W3110_lambdaRed.CDS.1380	100.0	100.0
sp|P77182|MNMC_ECOLI	W3110_lambdaRed.CDS.2331	100.0	100.0
sp|P77183|YAGQ_ECOLI	W3110_lambdaRed.CDS.279	100.0	100.0
sp|P77187|YAHF_ECOLI	W3110_lambdaRed.CDS.316	100.0	100.0
sp|P77188|ECPB_ECOLI	W3110_lambdaRed.CDS.289	100.0	100.0
sp|P77196|YFCU_ECOLI	W3110_lambdaRed.CDS.2345	100.0	100.0
sp|P77199|YAIT_ECOLI	W3110_lambdaRed.CDS.367	100.0	100.0
sp|P77202|DSBG_ECOLI	W3110_lambdaRed.CDS.610	100.0	100.0
sp|P77206|YAFZ_ECOLI	W3110_lambdaRed.CDS.249	100.0	100.0
sp|P77211|CUSC_ECOLI	W3110_lambdaRed.CDS.573	100.0	100.0
sp|P77212|RCLA_ECOLI	W3110_lambdaRed.CDS.300	100.0	100.0
sp|P77213|GCS2_ECOLI	W3110_lambdaRed.CDS.582	100.0	100.0
sp|P77214|CUSF_ECOLI	W3110_lambdaRed.CDS.574	100.0	100.0
sp|P77215|RHMD_ECOLI	W3110_lambdaRed.CDS.2249	100.0	100.0
sp|P77216|YBDN_ECOLI	W3110_lambdaRed.CDS.608	100.0	100.0
sp|P77218|EUTD_ECOLI	W3110_lambdaRed.CDS.2454	100.0	100.0
sp|P77219|YAHC_ECOLI	W3110_lambdaRed.CDS.313	100.0	100.0
sp|P77221|YAHG_ECOLI	W3110_lambdaRed.CDS.317	100.0	100.0
sp|P77223|RSXB_ECOLI	W3110_lambdaRed.CDS.1610	100.0	100.0
sp|P77228|YDFJ_ECOLI	W3110_lambdaRed.CDS.1529	100.0	100.0
sp|P77231|CITG_ECOLI	W3110_lambdaRed.CDS.620	100.0	100.0
sp|P77234|YBEQ_ECOLI	W3110_lambdaRed.CDS.655	100.0	100.0
sp|P77237|ESSQ_ECOLI	W3110_lambdaRed.CDS.1542	100.0	100.0
sp|P77239|CUSB_ECOLI	W3110_lambdaRed.CDS.575	100.0	100.0
sp|P77243|PRPD_ECOLI	W3110_lambdaRed.CDS.331	100.0	100.0
sp|P77319|HSCC_ECOLI	W3110_lambdaRed.CDS.661	100.0	100.0
sp|P77324|YAGS_ECOLI	W3110_lambdaRed.CDS.281	100.0	100.0
sp|P77326|TFAS_ECOLI	W3110_lambdaRed.CDS.2359	100.0	100.0
sp|P77409|YDHU_ECOLI	W3110_lambdaRed.CDS.1653	100.0	100.0
sp|P77416|HYFD_ECOLI	W3110_lambdaRed.CDS.2481	100.0	100.0
sp|P77423|HYFH_ECOLI	W3110_lambdaRed.CDS.2485	100.0	100.0
sp|P77425|ALLC_ECOLI	W3110_lambdaRed.CDS.514	100.0	100.0
sp|P77427|YBEU_ECOLI	W3110_lambdaRed.CDS.659	100.0	100.0
sp|P77432|LSRK_ECOLI	W3110_lambdaRed.CDS.1495	100.0	100.0
sp|P77433|YKGG_ECOLI	W3110_lambdaRed.CDS.305	100.0	100.0
sp|P77434|ALAC_ECOLI	W3110_lambdaRed.CDS.2388	100.0	100.0
sp|P77437|HYFF_ECOLI	W3110_lambdaRed.CDS.2483	100.0	100.0
sp|P77439|PTFX1_ECOLI	W3110_lambdaRed.CDS.2392	100.0	100.0
sp|P77444|SUFS_ECOLI	W3110_lambdaRed.CDS.1664	100.0	100.0
sp|P77445|EUTE_ECOLI	W3110_lambdaRed.CDS.2451	100.0	100.0
sp|P77453|HYFJ_ECOLI	W3110_lambdaRed.CDS.2487	100.0	100.0
sp|P77454|GLSA1_ECOLI	W3110_lambdaRed.CDS.486	100.0	100.0
sp|P77455|PAAZ_ECOLI	W3110_lambdaRed.CDS.1367	100.0	100.0
sp|P77463|DDPC_ECOLI	W3110_lambdaRed.CDS.1468	100.0	100.0
sp|P77467|PAAG_ECOLI	W3110_lambdaRed.CDS.1374	100.0	100.0
sp|P77468|SFMD_ECOLI	W3110_lambdaRed.CDS.532	100.0	100.0
sp|P77473|PDEB_ECOLI	W3110_lambdaRed.CDS.457	100.0	100.0
sp|P77475|YQAB_ECOLI	W3110_lambdaRed.CDS.2685	100.0	100.0
sp|P77481|YCJV_ECOLI	W3110_lambdaRed.CDS.1294	100.0	100.0
sp|P77485|CUSS_ECOLI	W3110_lambdaRed.CDS.570	100.0	100.0
sp|P77488|DXS_ECOLI	W3110_lambdaRed.CDS.419	100.0	100.0
sp|P77489|YAGR_ECOLI	W3110_lambdaRed.CDS.280	100.0	100.0
sp|P77493|YDJH_ECOLI	W3110_lambdaRed.CDS.1760	100.0	100.0
sp|P77495|PRPE_ECOLI	W3110_lambdaRed.CDS.332	100.0	100.0
sp|P77499|SUFC_ECOLI	W3110_lambdaRed.CDS.1666	100.0	100.0
sp|P77503|YCJS_ECOLI	W3110_lambdaRed.CDS.1291	100.0	100.0
sp|P77504|YBBP_ECOLI	W3110_lambdaRed.CDS.497	100.0	100.0
sp|P77506|YBDJ_ECOLI	W3110_lambdaRed.CDS.581	100.0	100.0
sp|P77414|WCAA_ECOLI	W3110_lambdaRed.CDS.2044	100.0	100.0
sp|P77402|YDIP_ECOLI	W3110_lambdaRed.CDS.1680	100.0	100.0
sp|P77328|YBBY_ECOLI	W3110_lambdaRed.CDS.511	100.0	100.0
sp|P77400|YBAT_ECOLI	W3110_lambdaRed.CDS.487	100.0	100.0
sp|P77329|HYFG_ECOLI	W3110_lambdaRed.CDS.2484	100.0	100.0
sp|P77330|BORD_ECOLI	W3110_lambdaRed.CDS.557	100.0	100.0
sp|P77333|PGRR_ECOLI	W3110_lambdaRed.CDS.1306	100.0	100.0
sp|P77334|PDER_ECOLI	W3110_lambdaRed.CDS.1259	100.0	100.0
sp|P77335|HLYE_ECOLI	W3110_lambdaRed.CDS.1148	100.0	100.0
sp|P77337|YDIS_ECOLI	W3110_lambdaRed.CDS.1684	100.0	100.0
sp|P77338|MSCK_ECOLI	W3110_lambdaRed.CDS.465	100.0	100.0
sp|P77339|YAFT_ECOLI	W3110_lambdaRed.CDS.213	100.0	100.0
sp|P77348|MPPA_ECOLI	W3110_lambdaRed.CDS.1307	100.0	100.0
sp|P77359|DJLC_ECOLI	W3110_lambdaRed.CDS.660	100.0	100.0
sp|P77360|YPHC_ECOLI	W3110_lambdaRed.CDS.2548	100.0	100.0
sp|P77364|GLXK2_ECOLI	W3110_lambdaRed.CDS.512	100.0	100.0
sp|P77365|YAFY_ECOLI	W3110_lambdaRed.CDS.247	100.0	100.0
sp|P77366|PGMB_ECOLI	W3110_lambdaRed.CDS.1293	100.0	100.0
sp|P77374|YNFE_ECOLI	W3110_lambdaRed.CDS.1569	100.0	100.0
sp|P77375|YDHX_ECOLI	W3110_lambdaRed.CDS.1654	100.0	100.0
sp|P77376|YDGJ_ECOLI	W3110_lambdaRed.CDS.1606	100.0	100.0
sp|P77377|WZXC_ECOLI	W3110_lambdaRed.CDS.2031	100.0	100.0
sp|P77378|YDIR_ECOLI	W3110_lambdaRed.CDS.1683	100.0	100.0
sp|P77379|RCLR_ECOLI	W3110_lambdaRed.CDS.301	100.0	100.0
sp|P77381|DJLB_ECOLI	W3110_lambdaRed.CDS.657	100.0	100.0
sp|P77389|YDHP_ECOLI	W3110_lambdaRed.CDS.1641	100.0	100.0
sp|P77390|CITC_ECOLI	W3110_lambdaRed.CDS.625	100.0	100.0
sp|P77393|YAHL_ECOLI	W3110_lambdaRed.CDS.323	100.0	100.0
sp|P77395|YBBN_ECOLI	W3110_lambdaRed.CDS.493	100.0	100.0
sp|P77396|YPDC_ECOLI	W3110_lambdaRed.CDS.2391	100.0	100.0
sp|P77397|MHPA_ECOLI	W3110_lambdaRed.CDS.344	100.0	100.0
sp|P77398|ARNA_ECOLI	W3110_lambdaRed.CDS.2257	100.0	100.0
sp|P77399|FADJ_ECOLI	W3110_lambdaRed.CDS.2349	100.0	100.0
sp|P77172|PDEF_ECOLI	W3110_lambdaRed.CDS.2501	100.0	100.0
sp|P77170|PINQ_ECOLI	W3110_lambdaRed.CDS.1531	100.0	100.0
sp|P77169|YAGJ_ECOLI	W3110_lambdaRed.CDS.273	100.0	100.0
sp|P76440|PRET_ECOLI	W3110_lambdaRed.CDS.2137	100.0	100.0
sp|P76446|PDEN_ECOLI	W3110_lambdaRed.CDS.2172	100.0	100.0
sp|P76458|ATOD_ECOLI	W3110_lambdaRed.CDS.2221	100.0	100.0
sp|P76459|ATOA_ECOLI	W3110_lambdaRed.CDS.2222	100.0	100.0
sp|P76460|ATOE_ECOLI	W3110_lambdaRed.CDS.2223	100.0	100.0
sp|P76461|ATOB_ECOLI	W3110_lambdaRed.CDS.2224	100.0	100.0
sp|P76462|YFAP_ECOLI	W3110_lambdaRed.CDS.2225	100.0	100.0
sp|P76463|YFAQ_ECOLI	W3110_lambdaRed.CDS.2226	100.0	100.0
sp|P76466|YFAT_ECOLI	W3110_lambdaRed.CDS.2229	100.0	100.0
sp|P76469|RHMA_ECOLI	W3110_lambdaRed.CDS.2247	100.0	100.0
sp|P76470|RHMT_ECOLI	W3110_lambdaRed.CDS.2248	100.0	100.0
sp|P76471|YFAZ_ECOLI	W3110_lambdaRed.CDS.2252	100.0	100.0
sp|P76472|ARND_ECOLI	W3110_lambdaRed.CDS.2258	100.0	100.0
sp|P76473|ARNT_ECOLI	W3110_lambdaRed.CDS.2259	100.0	100.0
sp|P76474|ARNF_ECOLI	W3110_lambdaRed.CDS.2261	100.0	100.0
sp|P76481|YFBK_ECOLI	W3110_lambdaRed.CDS.2273	100.0	100.0
sp|P76482|YFBL_ECOLI	W3110_lambdaRed.CDS.2274	100.0	100.0
sp|P76483|YFBM_ECOLI	W3110_lambdaRed.CDS.2275	100.0	100.0
sp|P76484|YFBN_ECOLI	W3110_lambdaRed.CDS.2276	100.0	100.0
sp|P76485|YFBO_ECOLI	W3110_lambdaRed.CDS.2277	100.0	100.0
sp|P76486|YFBP_ECOLI	W3110_lambdaRed.CDS.2278	100.0	100.0
sp|P76491|5DNU_ECOLI	W3110_lambdaRed.CDS.2296	100.0	100.0
sp|P76498|YFCO_ECOLI	W3110_lambdaRed.CDS.2339	100.0	100.0
sp|P76499|YFCP_ECOLI	W3110_lambdaRed.CDS.2340	100.0	100.0
sp|P76500|YFCQ_ECOLI	W3110_lambdaRed.CDS.2341	100.0	100.0
sp|P76502|SIXA_ECOLI	W3110_lambdaRed.CDS.2348	100.0	100.0
sp|P76503|FADI_ECOLI	W3110_lambdaRed.CDS.2350	100.0	100.0
sp|P76505|YFDF_ECOLI	W3110_lambdaRed.CDS.2353	100.0	100.0
sp|P76506|MLAA_ECOLI	W3110_lambdaRed.CDS.2354	100.0	100.0
sp|P76507|YFDI_ECOLI	W3110_lambdaRed.CDS.2358	100.0	100.0
sp|P76445|LPXT_ECOLI	W3110_lambdaRed.CDS.2170	100.0	100.0
sp|P76425|RCNA_ECOLI	W3110_lambdaRed.CDS.2094	100.0	100.0
sp|P76509|YFDM_ECOLI	W3110_lambdaRed.CDS.2362	100.0	100.0
sp|P76423|THIM_ECOLI	W3110_lambdaRed.CDS.2092	100.0	100.0
sp|P76344|ZINT_ECOLI	W3110_lambdaRed.CDS.1962	100.0	100.0
sp|P76345|C56H_ECOLI	W3110_lambdaRed.CDS.1963	100.0	100.0
sp|P76346|MTFA_ECOLI	W3110_lambdaRed.CDS.1964	100.0	100.0
sp|P76347|YEEJ_ECOLI	W3110_lambdaRed.CDS.1965	100.0	100.0
sp|P76349|YEEL_ECOLI	W3110_lambdaRed.CDS.1966	100.0	100.0
sp|P76350|SHIA_ECOLI	W3110_lambdaRed.CDS.1967	100.0	100.0
sp|P76361|YEER_ECOLI	W3110_lambdaRed.CDS.1986	100.0	100.0
sp|P76362|YEES_ECOLI	W3110_lambdaRed.CDS.1987	100.0	100.0
sp|P76369|YEEY_ECOLI	W3110_lambdaRed.CDS.2001	100.0	100.0
sp|P76372|WZZB_ECOLI	W3110_lambdaRed.CDS.2013	100.0	100.0
sp|P76373|UDG_ECOLI	W3110_lambdaRed.CDS.2014	100.0	100.0
sp|P76387|WZC_ECOLI	W3110_lambdaRed.CDS.2045	100.0	100.0
sp|P76389|YEGH_ECOLI	W3110_lambdaRed.CDS.2049	100.0	100.0
sp|P76393|YEGI_ECOLI	W3110_lambdaRed.CDS.2056	100.0	100.0
sp|P76394|YEGJ_ECOLI	W3110_lambdaRed.CDS.2057	100.0	100.0
sp|P76395|YEGK_ECOLI	W3110_lambdaRed.CDS.2058	100.0	100.0
sp|P76396|YEGL_ECOLI	W3110_lambdaRed.CDS.2059	100.0	100.0
sp|P76397|MDTA_ECOLI	W3110_lambdaRed.CDS.2060	100.0	100.0
sp|P76398|MDTB_ECOLI	W3110_lambdaRed.CDS.2061	100.0	100.0
sp|P76399|MDTC_ECOLI	W3110_lambdaRed.CDS.2062	100.0	100.0
sp|P76402|YEGP_ECOLI	W3110_lambdaRed.CDS.2067	100.0	100.0
sp|P76403|YEGQ_ECOLI	W3110_lambdaRed.CDS.2068	100.0	100.0
sp|P76406|YEGR_ECOLI	W3110_lambdaRed.CDS.2071	100.0	100.0
sp|P76407|YEGS_ECOLI	W3110_lambdaRed.CDS.2072	100.0	100.0
sp|P76417|YEGT_ECOLI	W3110_lambdaRed.CDS.2086	100.0	100.0
sp|P76418|YEGU_ECOLI	W3110_lambdaRed.CDS.2087	100.0	100.0
sp|P76419|YEGV_ECOLI	W3110_lambdaRed.CDS.2088	100.0	100.0
sp|P76421|YEGX_ECOLI	W3110_lambdaRed.CDS.2090	100.0	100.0
sp|P76422|THID_ECOLI	W3110_lambdaRed.CDS.2091	100.0	100.0
sp|P76508|YFDL_ECOLI	W3110_lambdaRed.CDS.2361	100.0	100.0
sp|P76512|YFDP_ECOLI	W3110_lambdaRed.CDS.2366	100.0	100.0
sp|P77165|YAGT_ECOLI	W3110_lambdaRed.CDS.282	100.0	100.0
sp|P76594|PKA_ECOLI	W3110_lambdaRed.CDS.2587	100.0	100.0
sp|P76612|YPJB_ECOLI	W3110_lambdaRed.CDS.2647	100.0	100.0
sp|P76613|YPJC_ECOLI	W3110_lambdaRed.CDS.2648	100.0	100.0
sp|P76621|CSID_ECOLI	W3110_lambdaRed.CDS.2652	100.0	100.0
sp|P76628|YGAY_ECOLI	W3110_lambdaRed.CDS.2675	100.0	100.0
sp|P76630|YGAZ_ECOLI	W3110_lambdaRed.CDS.2676	100.0	100.0
sp|P76632|CSE2_ECOLI	W3110_lambdaRed.CDS.2754	100.0	100.0
sp|P76633|YGCW_ECOLI	W3110_lambdaRed.CDS.2770	100.0	100.0
sp|P76639|YGEH_ECOLI	W3110_lambdaRed.CDS.2853	100.0	100.0
sp|P76641|GUAD_ECOLI	W3110_lambdaRed.CDS.2880	100.0	100.0
sp|P76655|YQIG_ECOLI	W3110_lambdaRed.CDS.3045	100.0	100.0
sp|P76656|YQII_ECOLI	W3110_lambdaRed.CDS.3047	100.0	100.0
sp|P76657|YQIJ_ECOLI	W3110_lambdaRed.CDS.3049	100.0	100.0
sp|P76658|HLDE_ECOLI	W3110_lambdaRed.CDS.3051	100.0	100.0
sp|P76692|YZGL_ECOLI	W3110_lambdaRed.CDS.3871	100.0	100.0
sp|P76773|OMPL_ECOLI	W3110_lambdaRed.CDS.3410	100.0	100.0
sp|P76909|YNJD_ECOLI	W3110_lambdaRed.CDS.1743	100.0	100.0
sp|P76938|EPMC_ECOLI	W3110_lambdaRed.CDS.2333	100.0	100.0
sp|P77031|YQCE_ECOLI	W3110_lambdaRed.CDS.2771	100.0	100.0
sp|P77044|MHPC_ECOLI	W3110_lambdaRed.CDS.346	100.0	100.0
sp|P77087|TFAX_ECOLI	W3110_lambdaRed.CDS.563	100.0	100.0
sp|P77091|HOKE_ECOLI	W3110_lambdaRed.CDS.583	100.0	100.0
sp|P77147|YDHT_ECOLI	W3110_lambdaRed.CDS.1652	100.0	100.0
sp|P77148|YDHS_ECOLI	W3110_lambdaRed.CDS.1651	100.0	100.0
sp|P77150|PDXY_ECOLI	W3110_lambdaRed.CDS.1618	100.0	100.0
sp|P77154|YCJT_ECOLI	W3110_lambdaRed.CDS.1292	100.0	100.0
sp|P77156|YDCU_ECOLI	W3110_lambdaRed.CDS.1423	100.0	100.0
sp|P77161|GLXR_ECOLI	W3110_lambdaRed.CDS.508	100.0	100.0
sp|P77162|YKFB_ECOLI	W3110_lambdaRed.CDS.246	100.0	100.0
sp|P77163|TFAR_ECOLI	W3110_lambdaRed.CDS.1350	100.0	100.0
sp|P76611|PINH_ECOLI	W3110_lambdaRed.CDS.2646	100.0	100.0
sp|P76586|YPHH_ECOLI	W3110_lambdaRed.CDS.2553	100.0	100.0
sp|P76513|YFDQ_ECOLI	W3110_lambdaRed.CDS.2367	100.0	100.0
sp|P76585|YPHG_ECOLI	W3110_lambdaRed.CDS.2552	100.0	100.0
sp|P76514|YFDR_ECOLI	W3110_lambdaRed.CDS.2368	100.0	100.0
sp|P76515|YFDS_ECOLI	W3110_lambdaRed.CDS.2369	100.0	100.0
sp|P76516|YFDT_ECOLI	W3110_lambdaRed.CDS.2370	100.0	100.0
sp|P76518|ACOCT_ECOLI	W3110_lambdaRed.CDS.2379	100.0	100.0
sp|P76520|YFDX_ECOLI	W3110_lambdaRed.CDS.2383	100.0	100.0
sp|P76521|YFDY_ECOLI	W3110_lambdaRed.CDS.2385	100.0	100.0
sp|P76524|YPDF_ECOLI	W3110_lambdaRed.CDS.2394	100.0	100.0
sp|P76535|MURQ_ECOLI	W3110_lambdaRed.CDS.2433	100.0	100.0
sp|P76536|YFEX_ECOLI	W3110_lambdaRed.CDS.2436	100.0	100.0
sp|P76537|YFEY_ECOLI	W3110_lambdaRed.CDS.2437	100.0	100.0
sp|P76539|YPEA_ECOLI	W3110_lambdaRed.CDS.2439	100.0	100.0
sp|P76540|EUTK_ECOLI	W3110_lambdaRed.CDS.2443	100.0	100.0
sp|P76541|EUTL_ECOLI	W3110_lambdaRed.CDS.2444	100.0	100.0
sp|P76551|EUTA_ECOLI	W3110_lambdaRed.CDS.2447	100.0	100.0
